"","unid","opt_score"
"76033",86652,6
"76034",2506,NA
"76035",3370,11
"76036",3370,NA
"76037",56198,2
"76038",56198,4
"76039",88506,5
"76040",88506,0
"76041",65866,3
"76042",65866,5
"76043",74822,4
"76044",74822,NA
"76045",53275,5
"76046",53275,2
"76047",82168,6
"76048",65611,5
"76049",785,7
"76050",61947,NA
"76051",38021,6
"76052",6613,6
"76053",16056,-1
"76054",97149,NA
"76055",98113,NA
"76056",82876,1
"76057",76306,NA
"76058",65363,NA
"76059",6115,-2
"76060",6115,-5
"76061",34503,3
"76062",40963,2
"76063",40963,4
"76064",40963,NA
"76065",43443,NA
"76066",46892,3
"76067",46892,6
"76068",46892,5
"76069",46892,2
"76070",46892,4
"76071",46892,NA
"76072",3119,NA
"76073",65698,6
"76074",34441,NA
"76075",55302,NA
"76076",55302,NA
"76077",65424,NA
"76078",96367,7
"76079",43728,6
"76080",43728,7
"76081",43728,6
"76082",84151,7
"76083",41601,3
"76084",41601,11
"76085",90936,NA
"76086",40235,NA
"76087",40235,NA
"76088",56279,1
"76089",35936,8
"76090",60405,6
"76091",37493,7
"76092",37493,11
"76093",37493,8
"76094",63717,8
"76095",63717,8
"76096",63717,7
"76097",84581,NA
"76098",16163,7
"76099",16163,9
"76100",16163,4
"76101",16163,3
"76102",62702,0
"76103",62702,2
"76104",21335,2
"76105",70427,2
"76106",70569,NA
"76107",38694,9
"76108",16024,8
"76109",13651,2
"76110",13651,7
"76111",57919,NA
"76112",66912,6
"76113",25904,9
"76114",25904,9
"76115",41036,8
"76116",41036,1
"76117",52906,0
"76118",21754,5
"76119",21263,6
"76120",102240,NA
"76121",83877,5
"76122",83877,6
"76123",70922,10
"76124",91867,7
"76125",17720,2
"76126",57375,6
"76127",15471,10
"76128",15471,11
"76129",15471,8
"76130",15471,4
"76131",79602,1
"76132",21524,NA
"76133",83918,9
"76134",83918,NA
"76135",90182,2
"76136",43207,NA
"76137",9750,NA
"76138",9750,NA
"76139",9750,NA
"76140",9750,NA
"76141",9750,NA
"76142",911,4
"76143",98271,4
"76144",32761,1
"76145",32761,1
"76146",100868,8
"76147",54321,NA
"76148",43657,NA
"76149",26624,6
"76150",26624,6
"76151",22273,4
"76152",22273,4
"76153",22273,5
"76154",22273,NA
"76155",61572,6
"76156",61572,-1
"76157",61572,NA
"76158",83220,3
"76159",66496,12
"76160",66496,NA
"76161",100753,3
"76162",100753,NA
"76163",26717,4
"76164",67874,11
"76165",44105,4
"76166",3598,-2
"76167",53599,7
"76168",23905,-1
"76169",23905,6
"76170",91700,8
"76171",87434,8
"76172",87434,9
"76173",87434,7
"76174",87434,10
"76175",98977,11
"76176",98977,12
"76177",88986,NA
"76178",36756,NA
"76179",20767,4
"76180",20767,6
"76181",20767,4
"76182",20767,7
"76183",20767,8
"76184",20767,NA
"76185",16608,9
"76186",97343,NA
"76187",24020,NA
"76188",7959,NA
"76189",88243,10
"76190",88243,8
"76191",83129,NA
"76192",83129,NA
"76193",83129,NA
"76194",88471,NA
"76195",100987,7
"76196",56823,9
"76197",56823,11
"76198",70894,NA
"76199",83504,2
"76200",49813,8
"76201",49813,6
"76202",65617,NA
"76203",43534,8
"76204",25133,4
"76205",4048,6
"76206",62661,3
"76207",62661,NA
"76208",100673,NA
"76209",69751,2
"76210",75675,NA
"76211",75675,NA
"76212",90606,1
"76213",90606,3
"76214",90606,4
"76215",74586,7
"76216",74678,3
"76217",60390,7
"76218",60390,7
"76219",60390,4
"76220",99486,NA
"76221",43183,2
"76222",80413,5
"76223",53721,3
"76224",53721,0
"76225",53721,0
"76226",53721,-2
"76227",53721,2
"76228",53721,4
"76229",8092,9
"76230",8092,10
"76231",8092,12
"76232",76358,NA
"76233",60110,NA
"76234",102322,NA
"76235",63484,8
"76236",77922,6
"76237",20572,7
"76238",20572,5
"76239",20572,9
"76240",24100,5
"76241",48452,9
"76242",66572,4
"76243",24322,10
"76244",84362,10
"76245",94612,8
"76246",21523,NA
"76247",45987,NA
"76248",11236,4
"76249",11236,3
"76250",11236,2
"76251",65708,NA
"76252",97636,NA
"76253",40938,NA
"76254",40938,NA
"76255",88427,7
"76256",88427,10
"76257",12223,NA
"76258",13872,NA
"76259",23805,4
"76260",23805,3
"76261",27842,3
"76262",27842,NA
"76263",22424,NA
"76264",22424,NA
"76265",22424,NA
"76266",52169,NA
"76267",60439,5
"76268",28713,NA
"76269",96764,11
"76270",96764,6
"76271",96764,NA
"76272",23665,5
"76273",23665,NA
"76274",59964,NA
"76275",29611,1
"76276",29611,0
"76277",2049,NA
"76278",95379,2
"76279",95379,NA
"76280",43669,1
"76281",43669,6
"76282",43669,1
"76283",97029,8
"76284",97029,7
"76285",11834,NA
"76286",11834,NA
"76287",71044,9
"76288",71044,7
"76289",71044,8
"76290",88086,1
"76291",88086,6
"76292",81798,9
"76293",67250,7
"76294",67250,5
"76295",67250,5
"76296",30198,NA
"76297",74155,1
"76298",74155,1
"76299",50929,5
"76300",50929,3
"76301",83223,5
"76302",45363,NA
"76303",45363,NA
"76304",172,NA
"76305",62088,1
"76306",62088,NA
"76307",62088,NA
"76308",47368,NA
"76309",19357,NA
"76310",74933,10
"76311",98432,NA
"76312",58305,6
"76313",58305,11
"76314",93894,7
"76315",48930,8
"76316",48930,10
"76317",101035,NA
"76318",101035,NA
"76319",3433,NA
"76320",35916,1
"76321",60308,6
"76322",60308,5
"76323",44996,NA
"76324",44996,NA
"76325",23631,NA
"76326",38449,5
"76327",38449,6
"76328",38449,5
"76329",70352,6
"76330",70352,12
"76331",91924,10
"76332",94520,5
"76333",4474,NA
"76334",39745,5
"76335",29335,4
"76336",26262,NA
"76337",78367,8
"76338",18308,NA
"76339",90817,3
"76340",90817,4
"76341",39896,2
"76342",14479,9
"76343",60878,10
"76344",60878,10
"76345",5388,2
"76346",29454,10
"76347",29454,9
"76348",20082,NA
"76349",65700,2
"76350",21934,NA
"76351",38542,9
"76352",70378,7
"76353",98408,NA
"76354",61095,5
"76355",24715,NA
"76356",48336,5
"76357",33880,3
"76358",33880,7
"76359",74619,3
"76360",769,NA
"76361",769,NA
"76362",3212,8
"76363",75284,NA
"76364",84096,NA
"76365",49482,2
"76366",49482,4
"76367",49482,3
"76368",49482,4
"76369",87247,4
"76370",57612,NA
"76371",57612,NA
"76372",57612,NA
"76373",27046,NA
"76374",27046,NA
"76375",76792,NA
"76376",42785,2
"76377",42785,5
"76378",42785,1
"76379",42785,1
"76380",42785,4
"76381",42785,NA
"76382",99888,3
"76383",62348,3
"76384",62348,4
"76385",65495,8
"76386",65495,3
"76387",11523,2
"76388",11523,5
"76389",11523,4
"76390",95662,3
"76391",73345,NA
"76392",30251,5
"76393",30251,0
"76394",30251,3
"76395",30251,1
"76396",1604,NA
"76397",69540,9
"76398",69540,4
"76399",83622,NA
"76400",83622,NA
"76401",21897,4
"76402",28561,NA
"76403",64928,2
"76404",96841,-3
"76405",32452,NA
"76406",32452,NA
"76407",46733,2
"76408",46733,-1
"76409",23719,0
"76410",39112,NA
"76411",39112,NA
"76412",8338,5
"76413",16104,NA
"76414",91665,NA
"76415",18491,6
"76416",21454,NA
"76417",81701,NA
"76418",68745,8
"76419",14218,NA
"76420",42484,6
"76421",42484,3
"76422",75255,NA
"76423",32243,NA
"76424",4392,5
"76425",96432,NA
"76426",68748,5
"76427",68748,0
"76428",44458,8
"76429",53035,5
"76430",97012,7
"76431",21554,2
"76432",21554,6
"76433",21554,7
"76434",71416,6
"76435",71416,6
"76436",98950,NA
"76437",25030,9
"76438",25030,4
"76439",35995,NA
"76440",88853,NA
"76441",95434,NA
"76442",95493,1
"76443",84881,7
"76444",76147,NA
"76445",83158,5
"76446",14682,8
"76447",14682,NA
"76448",57346,4
"76449",57346,4
"76450",57346,NA
"76451",59757,8
"76452",63453,11
"76453",54352,NA
"76454",54352,NA
"76455",70181,7
"76456",3112,3
"76457",70830,-1
"76458",70830,4
"76459",87569,8
"76460",87569,10
"76461",38229,2
"76462",87239,3
"76463",46107,4
"76464",37718,6
"76465",82721,10
"76466",82721,NA
"76467",89788,NA
"76468",14040,6
"76469",87533,9
"76470",90341,8
"76471",47518,NA
"76472",39275,NA
"76473",101374,2
"76474",34828,NA
"76475",34828,NA
"76476",60403,2
"76477",60403,NA
"76478",77902,NA
"76479",77902,NA
"76480",61087,7
"76481",16620,11
"76482",20657,6
"76483",20657,9
"76484",95955,4
"76485",47929,NA
"76486",73754,NA
"76487",73754,NA
"76488",75096,7
"76489",75096,10
"76490",10857,3
"76491",4311,NA
"76492",4311,NA
"76493",57803,-1
"76494",88908,NA
"76495",72049,NA
"76496",12890,5
"76497",9887,0
"76498",38386,2
"76499",38386,1
"76500",38386,6
"76501",38386,0
"76502",38386,4
"76503",38386,0
"76504",26751,NA
"76505",18280,6
"76506",18280,NA
"76507",44054,NA
"76508",44054,NA
"76509",11449,NA
"76510",11449,NA
"76511",58920,NA
"76512",94111,5
"76513",94111,NA
"76514",10567,6
"76515",10567,2
"76516",10567,6
"76517",10567,7
"76518",27578,9
"76519",5397,NA
"76520",28690,NA
"76521",70601,NA
"76522",6284,NA
"76523",18763,NA
"76524",22578,NA
"76525",2226,NA
"76526",2226,NA
"76527",2226,NA
"76528",98775,6
"76529",98775,7
"76530",98775,NA
"76531",53044,NA
"76532",72246,4
"76533",27989,7
"76534",33588,11
"76535",7675,5
"76536",7675,5
"76537",99307,1
"76538",99307,NA
"76539",41816,NA
"76540",97553,7
"76541",97553,NA
"76542",73391,3
"76543",73391,4
"76544",99098,6
"76545",88987,NA
"76546",9008,2
"76547",27345,10
"76548",27345,NA
"76549",19797,NA
"76550",67611,6
"76551",82800,8
"76552",82800,7
"76553",82800,11
"76554",82800,11
"76555",82800,10
"76556",82800,8
"76557",44607,NA
"76558",44607,NA
"76559",44607,NA
"76560",54353,NA
"76561",74108,NA
"76562",40962,NA
"76563",78609,NA
"76564",74047,NA
"76565",91480,3
"76566",94073,9
"76567",62806,NA
"76568",79094,6
"76569",79094,3
"76570",33237,9
"76571",33237,10
"76572",33237,NA
"76573",58173,NA
"76574",44744,NA
"76575",40198,NA
"76576",65341,NA
"76577",9494,9
"76578",9494,6
"76579",98707,5
"76580",98707,5
"76581",38509,NA
"76582",3503,8
"76583",38020,7
"76584",38020,NA
"76585",66824,2
"76586",60212,9
"76587",41994,2
"76588",32095,NA
"76589",97394,10
"76590",97394,10
"76591",42579,NA
"76592",35678,NA
"76593",33223,7
"76594",33223,5
"76595",33223,5
"76596",33223,5
"76597",84049,6
"76598",49758,1
"76599",49758,5
"76600",49758,5
"76601",49758,3
"76602",49758,6
"76603",81532,NA
"76604",89302,3
"76605",89302,NA
"76606",6025,5
"76607",65787,3
"76608",65787,NA
"76609",96820,NA
"76610",57336,NA
"76611",47374,NA
"76612",84661,NA
"76613",24638,NA
"76614",24638,NA
"76615",79749,3
"76616",17981,NA
"76617",87830,12
"76618",2947,9
"76619",78378,9
"76620",78378,5
"76621",99707,3
"76622",77460,3
"76623",96533,9
"76624",96533,NA
"76625",41983,2
"76626",45584,8
"76627",17286,5
"76628",17286,5
"76629",17286,NA
"76630",17286,NA
"76631",4757,0
"76632",49701,4
"76633",49701,6
"76634",98377,NA
"76635",53680,NA
"76636",50013,4
"76637",9115,NA
"76638",9115,NA
"76639",49260,-1
"76640",49260,1
"76641",49260,3
"76642",59700,NA
"76643",89312,NA
"76644",2943,9
"76645",50312,NA
"76646",50312,NA
"76647",30452,5
"76648",86070,8
"76649",85500,5
"76650",85500,10
"76651",18470,NA
"76652",23605,1
"76653",23605,1
"76654",38274,6
"76655",38274,8
"76656",38274,NA
"76657",85351,2
"76658",85351,0
"76659",85351,1
"76660",85351,0
"76661",85351,-2
"76662",47563,NA
"76663",86759,NA
"76664",64378,2
"76665",98106,9
"76666",93311,NA
"76667",78709,2
"76668",78709,0
"76669",96718,10
"76670",101022,8
"76671",32206,10
"76672",32206,7
"76673",91111,NA
"76674",91111,NA
"76675",45945,NA
"76676",26245,0
"76677",58366,9
"76678",60018,7
"76679",61839,NA
"76680",78495,8
"76681",42623,8
"76682",42623,2
"76683",42623,NA
"76684",94847,NA
"76685",47893,2
"76686",79275,6
"76687",79275,8
"76688",79275,NA
"76689",80441,-1
"76690",80441,-1
"76691",100631,4
"76692",86725,12
"76693",86725,9
"76694",86725,NA
"76695",81589,-1
"76696",96445,NA
"76697",78501,NA
"76698",64931,11
"76699",35192,8
"76700",38875,NA
"76701",38875,NA
"76702",38875,NA
"76703",96950,NA
"76704",51375,1
"76705",56364,1
"76706",56364,2
"76707",56364,1
"76708",56364,3
"76709",56364,0
"76710",56364,NA
"76711",2341,NA
"76712",11983,9
"76713",11983,5
"76714",97988,2
"76715",45550,8
"76716",45550,10
"76717",5995,9
"76718",5995,6
"76719",75308,4
"76720",75308,7
"76721",5634,NA
"76722",74600,3
"76723",24845,4
"76724",24845,6
"76725",24845,8
"76726",102348,NA
"76727",66994,6
"76728",7402,NA
"76729",7402,NA
"76730",7402,NA
"76731",82467,1
"76732",82467,2
"76733",82467,0
"76734",82467,-1
"76735",82467,NA
"76736",86310,4
"76737",11958,NA
"76738",34195,0
"76739",34195,8
"76740",34195,6
"76741",34195,NA
"76742",34195,NA
"76743",22782,2
"76744",22782,3
"76745",22782,NA
"76746",92510,0
"76747",66252,7
"76748",60197,7
"76749",70120,NA
"76750",53313,3
"76751",45350,NA
"76752",100787,4
"76753",100787,NA
"76754",100777,0
"76755",41425,10
"76756",41425,12
"76757",60841,8
"76758",101301,6
"76759",36955,8
"76760",36955,8
"76761",36955,8
"76762",38727,NA
"76763",86304,5
"76764",86304,2
"76765",77366,3
"76766",77366,4
"76767",1700,NA
"76768",1700,NA
"76769",25102,NA
"76770",25102,NA
"76771",97382,5
"76772",17757,NA
"76773",51324,5
"76774",44954,6
"76775",44954,0
"76776",44954,NA
"76777",44954,6
"76778",71293,5
"76779",71293,9
"76780",58157,4
"76781",58157,6
"76782",58157,10
"76783",17317,2
"76784",55777,NA
"76785",59187,NA
"76786",59187,NA
"76787",20893,NA
"76788",84247,6
"76789",1549,7
"76790",38658,6
"76791",57689,6
"76792",57689,NA
"76793",43810,10
"76794",66476,NA
"76795",66476,NA
"76796",101328,NA
"76797",46514,9
"76798",46514,7
"76799",46514,4
"76800",43848,NA
"76801",79315,8
"76802",79315,9
"76803",79315,8
"76804",20618,NA
"76805",20618,NA
"76806",13417,NA
"76807",101680,1
"76808",64765,NA
"76809",64765,NA
"76810",82858,NA
"76811",89061,2
"76812",13993,NA
"76813",19331,6
"76814",19331,6
"76815",19331,NA
"76816",63544,NA
"76817",85129,3
"76818",83959,9
"76819",9513,NA
"76820",9513,NA
"76821",9513,NA
"76822",11252,NA
"76823",50085,6
"76824",12123,-1
"76825",12123,NA
"76826",28075,5
"76827",96513,8
"76828",57099,NA
"76829",41550,NA
"76830",84554,5
"76831",18774,NA
"76832",69744,3
"76833",69744,6
"76834",69744,3
"76835",71845,3
"76836",14251,0
"76837",14251,-1
"76838",14251,1
"76839",14251,1
"76840",14251,NA
"76841",88334,NA
"76842",32726,NA
"76843",32726,NA
"76844",54894,3
"76845",54894,NA
"76846",13612,NA
"76847",13612,NA
"76848",13612,NA
"76849",13612,NA
"76850",84487,3
"76851",88524,NA
"76852",44308,NA
"76853",23123,-2
"76854",30209,NA
"76855",30209,NA
"76856",13809,NA
"76857",13809,NA
"76858",13809,NA
"76859",84716,NA
"76860",47268,NA
"76861",90602,9
"76862",88529,4
"76863",67850,NA
"76864",67850,NA
"76865",67850,NA
"76866",67850,NA
"76867",67850,NA
"76868",56079,1
"76869",13660,0
"76870",13660,NA
"76871",101231,4
"76872",89146,6
"76873",10458,NA
"76874",10458,NA
"76875",45614,7
"76876",45614,5
"76877",88629,NA
"76878",43901,3
"76879",31242,6
"76880",31242,8
"76881",31242,7
"76882",31242,9
"76883",31242,10
"76884",79338,7
"76885",99957,2
"76886",50268,3
"76887",50268,12
"76888",55049,7
"76889",55049,7
"76890",14158,7
"76891",14158,7
"76892",42885,NA
"76893",6227,NA
"76894",56985,NA
"76895",56985,NA
"76896",56985,NA
"76897",56985,NA
"76898",64103,8
"76899",64103,NA
"76900",61118,5
"76901",61118,4
"76902",61118,3
"76903",89159,3
"76904",89159,6
"76905",89159,NA
"76906",5013,9
"76907",37666,NA
"76908",2314,NA
"76909",21198,NA
"76910",47007,1
"76911",58063,6
"76912",100507,NA
"76913",54642,5
"76914",54642,NA
"76915",45406,NA
"76916",76491,-1
"76917",40615,5
"76918",40615,NA
"76919",68818,NA
"76920",76498,2
"76921",7083,5
"76922",7083,4
"76923",7083,NA
"76924",34060,NA
"76925",98222,NA
"76926",97611,3
"76927",68445,7
"76928",68445,7
"76929",68445,5
"76930",68445,NA
"76931",52221,NA
"76932",16326,NA
"76933",73649,6
"76934",6319,6
"76935",6319,NA
"76936",6319,NA
"76937",100855,NA
"76938",44041,NA
"76939",95858,11
"76940",83507,NA
"76941",32719,6
"76942",32719,2
"76943",28667,8
"76944",23318,7
"76945",46476,NA
"76946",66096,7
"76947",66096,5
"76948",66096,10
"76949",66096,9
"76950",66096,11
"76951",66096,NA
"76952",79142,NA
"76953",29572,NA
"76954",54006,NA
"76955",21480,2
"76956",21480,0
"76957",92124,NA
"76958",16102,1
"76959",41629,NA
"76960",41629,NA
"76961",100825,NA
"76962",100825,NA
"76963",44078,11
"76964",44078,10
"76965",44078,14
"76966",44078,NA
"76967",6134,NA
"76968",73540,NA
"76969",77072,NA
"76970",71591,9
"76971",39794,NA
"76972",68940,4
"76973",19957,9
"76974",19957,10
"76975",19957,9
"76976",19957,7
"76977",19957,7
"76978",37616,NA
"76979",86608,11
"76980",86608,12
"76981",86608,7
"76982",86608,9
"76983",86608,NA
"76984",86608,NA
"76985",62910,8
"76986",62910,5
"76987",62910,7
"76988",63493,-1
"76989",63493,0
"76990",63493,4
"76991",63493,NA
"76992",76104,0
"76993",10352,NA
"76994",10352,NA
"76995",10352,NA
"76996",10352,NA
"76997",79156,10
"76998",79156,8
"76999",79156,6
"77000",35533,5
"77001",35533,NA
"77002",33617,13
"77003",30256,3
"77004",30256,7
"77005",64183,NA
"77006",64183,NA
"77007",64183,NA
"77008",42563,8
"77009",42563,5
"77010",42563,8
"77011",42563,10
"77012",42563,3
"77013",45776,9
"77014",100969,NA
"77015",89569,7
"77016",89569,11
"77017",6269,2
"77018",84608,5
"77019",21668,4
"77020",60476,NA
"77021",84329,3
"77022",90879,9
"77023",90879,7
"77024",61971,NA
"77025",61971,NA
"77026",95471,3
"77027",95471,NA
"77028",69657,8
"77029",69657,7
"77030",69657,6
"77031",90290,7
"77032",35823,NA
"77033",89341,3
"77034",75789,NA
"77035",75789,NA
"77036",67319,NA
"77037",67319,NA
"77038",59881,9
"77039",11586,3
"77040",11586,2
"77041",97717,NA
"77042",84166,NA
"77043",84166,NA
"77044",84166,NA
"77045",9622,NA
"77046",32788,NA
"77047",35693,NA
"77048",20329,3
"77049",20329,0
"77050",4843,0
"77051",4843,1
"77052",4843,1
"77053",4843,3
"77054",79481,NA
"77055",29298,7
"77056",6755,10
"77057",22302,NA
"77058",22302,NA
"77059",79947,9
"77060",25629,4
"77061",24417,-1
"77062",24417,1
"77063",24417,7
"77064",100499,NA
"77065",6312,3
"77066",31204,NA
"77067",17619,NA
"77068",32084,7
"77069",47634,4
"77070",47634,4
"77071",47634,5
"77072",47634,8
"77073",86319,NA
"77074",13320,11
"77075",19185,NA
"77076",19185,NA
"77077",15252,2
"77078",15252,NA
"77079",41047,7
"77080",41047,7
"77081",67442,11
"77082",53170,NA
"77083",67657,10
"77084",67657,NA
"77085",43433,6
"77086",24326,NA
"77087",74991,4
"77088",16338,NA
"77089",17949,NA
"77090",62383,NA
"77091",56526,5
"77092",56526,NA
"77093",49702,NA
"77094",49702,NA
"77095",49702,NA
"77096",49702,NA
"77097",65118,6
"77098",88774,NA
"77099",99199,4
"77100",97312,NA
"77101",97312,NA
"77102",67456,5
"77103",67456,5
"77104",67456,6
"77105",93667,-1
"77106",93667,NA
"77107",95679,8
"77108",95679,4
"77109",9805,7
"77110",40323,NA
"77111",16547,NA
"77112",16547,NA
"77113",71360,2
"77114",43350,7
"77115",43350,NA
"77116",58240,10
"77117",58240,7
"77118",87043,NA
"77119",87043,NA
"77120",61062,NA
"77121",61062,NA
"77122",29328,NA
"77123",58679,8
"77124",93089,NA
"77125",36864,6
"77126",36864,NA
"77127",36864,5
"77128",36864,NA
"77129",11709,NA
"77130",11709,NA
"77131",11709,NA
"77132",41145,5
"77133",41145,NA
"77134",9810,NA
"77135",50832,9
"77136",74231,7
"77137",74231,9
"77138",90585,12
"77139",90585,8
"77140",78890,NA
"77141",78890,NA
"77142",85037,5
"77143",49862,9
"77144",36629,NA
"77145",2428,2
"77146",2428,1
"77147",97333,NA
"77148",91254,4
"77149",61828,8
"77150",50425,6
"77151",50425,NA
"77152",45793,NA
"77153",23932,4
"77154",52633,NA
"77155",37142,NA
"77156",92965,4
"77157",38047,NA
"77158",38047,NA
"77159",2787,5
"77160",85469,5
"77161",50718,NA
"77162",40543,NA
"77163",51082,6
"77164",60648,NA
"77165",60648,NA
"77166",22381,NA
"77167",22381,NA
"77168",85914,7
"77169",2474,4
"77170",2474,4
"77171",2474,2
"77172",48911,3
"77173",48911,2
"77174",66529,3
"77175",66529,4
"77176",67402,1
"77177",76769,10
"77178",19141,NA
"77179",10150,5
"77180",10150,NA
"77181",54558,6
"77182",100204,NA
"77183",91775,4
"77184",63209,8
"77185",91121,7
"77186",37362,5
"77187",37362,6
"77188",37362,3
"77189",28633,8
"77190",28633,7
"77191",53106,12
"77192",57522,5
"77193",90760,8
"77194",90760,NA
"77195",60023,4
"77196",42643,10
"77197",42643,8
"77198",8384,5
"77199",8384,4
"77200",8384,4
"77201",14737,0
"77202",14772,NA
"77203",14772,NA
"77204",14772,NA
"77205",55741,10
"77206",55741,9
"77207",55741,10
"77208",71609,10
"77209",71609,7
"77210",98643,5
"77211",98643,5
"77212",98643,4
"77213",60478,3
"77214",38736,NA
"77215",50852,NA
"77216",50852,NA
"77217",49718,NA
"77218",49718,NA
"77219",49718,NA
"77220",22024,NA
"77221",47647,3
"77222",47647,7
"77223",51258,10
"77224",51258,8
"77225",36116,5
"77226",38745,NA
"77227",38745,NA
"77228",38745,NA
"77229",64130,NA
"77230",14700,NA
"77231",43134,8
"77232",43134,7
"77233",46289,NA
"77234",46289,NA
"77235",46289,NA
"77236",27760,NA
"77237",2491,3
"77238",60370,5
"77239",75560,6
"77240",75560,8
"77241",96640,0
"77242",96640,1
"77243",48265,7
"77244",3064,NA
"77245",3064,NA
"77246",3064,NA
"77247",3064,NA
"77248",86239,9
"77249",86239,9
"77250",102373,9
"77251",102373,7
"77252",102373,6
"77253",102373,NA
"77254",75254,5
"77255",51233,7
"77256",20981,1
"77257",43059,NA
"77258",36172,NA
"77259",7648,7
"77260",7648,7
"77261",67880,2
"77262",4905,NA
"77263",78853,7
"77264",78853,9
"77265",7960,7
"77266",44462,NA
"77267",42546,4
"77268",42546,NA
"77269",42546,10
"77270",42546,NA
"77271",71732,-2
"77272",102142,5
"77273",58647,7
"77274",58647,5
"77275",9474,5
"77276",9474,3
"77277",9474,5
"77278",9474,3
"77279",98318,1
"77280",102442,NA
"77281",52804,0
"77282",68112,5
"77283",35147,NA
"77284",17844,NA
"77285",55982,NA
"77286",58407,11
"77287",37368,NA
"77288",65993,9
"77289",91678,4
"77290",91678,5
"77291",89163,6
"77292",89163,-2
"77293",89163,5
"77294",89163,1
"77295",92468,5
"77296",1723,NA
"77297",38487,4
"77298",38487,NA
"77299",11494,NA
"77300",4434,NA
"77301",68842,NA
"77302",36377,2
"77303",66460,4
"77304",6765,7
"77305",6765,NA
"77306",51358,4
"77307",51358,8
"77308",42239,NA
"77309",51372,5
"77310",51372,3
"77311",46623,NA
"77312",45747,10
"77313",35711,1
"77314",35711,3
"77315",83450,NA
"77316",56975,NA
"77317",65610,4
"77318",78430,NA
"77319",78430,NA
"77320",78430,NA
"77321",31513,NA
"77322",4304,NA
"77323",35021,6
"77324",35021,11
"77325",2208,-2
"77326",67190,3
"77327",8880,NA
"77328",92070,8
"77329",86156,9
"77330",86156,NA
"77331",93495,6
"77332",40894,NA
"77333",71363,10
"77334",71363,NA
"77335",71363,8
"77336",2514,8
"77337",66682,9
"77338",33607,6
"77339",33607,4
"77340",33607,9
"77341",33607,3
"77342",39846,5
"77343",78153,3
"77344",78153,5
"77345",78153,9
"77346",51586,9
"77347",83825,4
"77348",4146,NA
"77349",96088,NA
"77350",11784,NA
"77351",11784,NA
"77352",11784,NA
"77353",23031,NA
"77354",23031,NA
"77355",23031,NA
"77356",23031,NA
"77357",19338,9
"77358",96493,7
"77359",96493,7
"77360",88738,-12
"77361",88738,-9
"77362",87948,NA
"77363",11130,-3
"77364",66150,3
"77365",66150,4
"77366",37200,11
"77367",37200,NA
"77368",92506,NA
"77369",33195,6
"77370",46643,8
"77371",72062,4
"77372",72062,1
"77373",72062,2
"77374",62022,NA
"77375",97726,8
"77376",9626,NA
"77377",9626,NA
"77378",71251,NA
"77379",81409,NA
"77380",73797,NA
"77381",93453,0
"77382",32795,NA
"77383",15792,8
"77384",28162,5
"77385",28162,7
"77386",28162,NA
"77387",23407,8
"77388",57737,NA
"77389",71514,NA
"77390",71514,NA
"77391",30896,1
"77392",30896,0
"77393",30896,-1
"77394",15677,9
"77395",27414,NA
"77396",47551,NA
"77397",52770,0
"77398",36774,3
"77399",24679,-2
"77400",24679,NA
"77401",45484,9
"77402",80547,9
"77403",80547,9
"77404",39886,6
"77405",39886,5
"77406",20709,NA
"77407",93597,9
"77408",46635,8
"77409",46635,11
"77410",50292,3
"77411",50292,7
"77412",102042,NA
"77413",85695,NA
"77414",85695,NA
"77415",68680,2
"77416",68680,4
"77417",23216,NA
"77418",83894,NA
"77419",83894,NA
"77420",5879,NA
"77421",5879,NA
"77422",1899,8
"77423",18013,NA
"77424",18013,NA
"77425",18013,NA
"77426",27915,3
"77427",27915,3
"77428",27915,NA
"77429",52453,NA
"77430",71410,0
"77431",71410,2
"77432",73539,NA
"77433",31363,NA
"77434",14854,8
"77435",14854,6
"77436",40677,NA
"77437",48240,11
"77438",48240,NA
"77439",96741,NA
"77440",96741,NA
"77441",59353,3
"77442",59353,2
"77443",59353,4
"77444",59353,5
"77445",59353,7
"77446",59353,5
"77447",51595,9
"77448",51595,NA
"77449",51595,7
"77450",51595,NA
"77451",92414,10
"77452",65136,4
"77453",65136,7
"77454",65136,NA
"77455",59845,5
"77456",59845,2
"77457",29557,0
"77458",23357,3
"77459",78307,NA
"77460",41734,7
"77461",57729,9
"77462",9042,0
"77463",59399,7
"77464",44973,3
"77465",70077,-5
"77466",70077,-12
"77467",67614,NA
"77468",98513,7
"77469",102455,NA
"77470",16416,6
"77471",95897,2
"77472",71135,0
"77473",65588,NA
"77474",21338,-5
"77475",51614,3
"77476",51614,3
"77477",90067,NA
"77478",90067,NA
"77479",71906,0
"77480",29914,2
"77481",22497,5
"77482",67642,7
"77483",67642,6
"77484",54963,NA
"77485",23148,4
"77486",23148,3
"77487",23148,1
"77488",23148,2
"77489",96858,3
"77490",27358,4
"77491",11469,NA
"77492",11469,NA
"77493",12802,3
"77494",95077,10
"77495",81167,NA
"77496",86727,6
"77497",86727,6
"77498",34806,NA
"77499",29337,NA
"77500",98400,5
"77501",98400,NA
"77502",96575,4
"77503",40208,NA
"77504",40208,NA
"77505",40208,NA
"77506",76062,5
"77507",51958,2
"77508",26250,NA
"77509",39132,NA
"77510",67913,3
"77511",84475,8
"77512",68492,3
"77513",39632,NA
"77514",39632,NA
"77515",18448,4
"77516",18448,5
"77517",18448,5
"77518",18448,2
"77519",18448,4
