"","unid","cft_score"
"54923",94892,4
"54924",91444,4
"54925",91444,4
"54926",74687,2
"54927",53490,7
"54928",53490,7
"54929",53490,7
"54930",51657,8
"54931",10258,6
"54932",10258,6
"54933",10258,6
"54934",753,3
"54935",753,3
"54936",92220,7
"54937",92220,7
"54938",92220,7
"54939",92220,7
"54940",31692,3
"54941",31692,3
"54942",31692,3
"54943",31692,3
"54944",31692,3
"54945",53750,7
"54946",53750,7
"54947",52382,6
"54948",52382,6
"54949",52382,6
"54950",52382,6
"54951",50760,6
"54952",50760,6
"54953",90210,6
"54954",7101,6
"54955",81894,5
"54956",81894,5
"54957",77816,3
"54958",77816,3
"54959",44863,4
"54960",44863,4
"54961",5555,6
"54962",71905,3
"54963",92028,7
"54964",92028,7
"54965",92028,7
"54966",37010,5
"54967",37010,5
"54968",58294,2
"54969",58294,2
"54970",58294,2
"54971",7234,4
"54972",77583,6
"54973",77583,6
"54974",80151,5
"54975",80151,5
"54976",76964,10
"54977",3570,3
"54978",73005,10
"54979",36424,3
"54980",37446,7
"54981",33979,4
"54982",33979,4
"54983",33979,4
"54984",43696,4
"54985",68219,3
"54986",68219,3
"54987",68219,3
"54988",58117,4
"54989",72113,2
"54990",72113,2
"54991",72113,2
"54992",72113,2
"54993",72113,2
"54994",89595,4
"54995",79727,6
"54996",53081,5
"54997",53081,5
"54998",100567,7
"54999",87790,4
"55000",88750,4
"55001",88750,4
"55002",84340,7
"55003",84340,7
"55004",27212,6
"55005",27212,6
"55006",27212,6
"55007",32227,5
"55008",32227,5
"55009",32227,5
"55010",32227,5
"55011",37442,5
"55012",78598,6
"55013",78598,6
"55014",78598,6
"55015",83482,5
"55016",57007,7
"55017",57007,7
"55018",40504,4
"55019",80552,7
"55020",80552,7
"55021",95635,6
"55022",17740,8
"55023",17740,8
"55024",59054,3
"55025",59054,3
"55026",59054,3
"55027",78755,5
"55028",14002,7
"55029",35812,3
"55030",35812,3
"55031",89993,6
"55032",54143,8
"55033",21692,5
"55034",21692,5
"55035",21692,5
"55036",21692,5
"55037",87332,5
"55038",87332,5
"55039",60989,7
"55040",60989,7
"55041",96912,6
"55042",82188,7
"55043",82188,7
"55044",82188,7
"55045",28659,7
"55046",28659,7
"55047",28659,7
"55048",28659,7
"55049",19574,4
"55050",19574,4
"55051",34673,6
"55052",59997,5
"55053",59997,5
"55054",28188,6
"55055",85680,4
"55056",85680,4
"55057",85680,4
"55058",40234,6
"55059",24986,6
"55060",24986,6
"55061",24986,6
"55062",50807,7
"55063",77603,5
"55064",29984,8
"55065",29984,8
"55066",29984,8
"55067",50883,7
"55068",50883,7
"55069",57425,9
"55070",57425,9
"55071",57425,9
"55072",2568,5
"55073",2568,5
"55074",2568,5
"55075",2568,5
"55076",59373,5
"55077",83888,6
"55078",83888,6
"55079",90684,6
"55080",42981,5
"55081",42981,5
"55082",4070,5
"55083",4070,5
"55084",31717,6
"55085",37150,4
"55086",28398,7
"55087",28398,7
"55088",28398,7
"55089",28398,7
"55090",28398,7
"55091",28398,7
"55092",28398,7
"55093",30160,6
"55094",83603,4
"55095",83603,4
"55096",81294,4
"55097",81294,4
"55098",81294,4
"55099",47474,7
"55100",26187,2
"55101",26187,2
"55102",68423,6
"55103",24595,3
"55104",46077,6
"55105",46077,6
"55106",46077,6
"55107",46077,6
"55108",1580,7
"55109",29121,6
"55110",38081,9
"55111",38081,9
"55112",38081,9
"55113",55635,8
"55114",69658,6
"55115",69658,6
"55116",69658,6
"55117",43451,5
"55118",9371,6
"55119",99830,7
"55120",99830,7
"55121",99830,7
"55122",99830,7
"55123",66518,7
"55124",66518,7
"55125",30048,6
"55126",58987,3
"55127",13843,3
"55128",86493,4
"55129",21923,5
"55130",21923,5
"55131",56867,5
"55132",56867,5
"55133",51336,6
"55134",51892,4
"55135",51892,4
"55136",45506,7
"55137",45506,7
"55138",31366,5
"55139",95235,9
"55140",78242,4
"55141",45227,6
"55142",82268,6
"55143",31541,1
"55144",25307,8
"55145",52953,4
"55146",51218,7
"55147",92584,5
"55148",75183,3
"55149",96503,3
"55150",69010,7
"55151",56892,5
"55152",69295,6
"55153",69295,6
"55154",69295,6
"55155",51244,6
"55156",51244,6
"55157",84584,7
"55158",9132,6
"55159",9132,6
"55160",76580,4
"55161",76580,4
"55162",84379,5
"55163",84379,5
"55164",84379,5
"55165",21223,5
"55166",21223,5
"55167",8311,5
"55168",8311,5
"55169",61253,6
"55170",39249,9
"55171",39249,9
"55172",39249,9
"55173",74633,4
"55174",74633,4
"55175",27150,6
"55176",68693,4
"55177",30165,3
"55178",72029,3
"55179",72029,3
"55180",81420,8
"55181",81420,8
"55182",81420,8
"55183",81420,8
"55184",7322,5
"55185",79745,4
"55186",79745,4
"55187",95195,6
"55188",67770,6
"55189",70972,9
"55190",5350,6
"55191",56545,5
"55192",29600,7
"55193",25193,7
"55194",25193,7
"55195",25193,7
"55196",25193,7
"55197",25193,7
"55198",25193,7
"55199",12588,6
"55200",6304,9
"55201",6304,9
"55202",81211,5
"55203",81211,5
"55204",41240,8
"55205",99880,5
"55206",82750,5
"55207",72967,9
"55208",72967,9
"55209",72967,9
"55210",37311,3
"55211",771,2
"55212",68703,9
"55213",68703,9
"55214",74316,5
"55215",4999,3
"55216",64677,6
"55217",90128,9
"55218",90128,9
"55219",45607,4
"55220",3129,7
"55221",40030,10
"55222",57149,4
"55223",24824,5
"55224",51173,5
"55225",42862,5
"55226",85981,6
"55227",85981,6
"55228",85981,6
"55229",61420,5
"55230",29740,6
"55231",29740,6
"55232",29740,6
"55233",29740,6
"55234",29740,6
"55235",52303,8
"55236",19343,6
"55237",70745,5
"55238",48120,5
"55239",34539,9
"55240",33163,7
"55241",29422,3
"55242",29422,3
"55243",29422,3
"55244",29422,3
"55245",14016,3
"55246",48824,4
"55247",79721,4
"55248",79721,4
"55249",18014,6
"55250",69316,6
"55251",69316,6
"55252",74377,6
"55253",6610,5
"55254",6610,5
"55255",81115,5
"55256",83120,3
"55257",2950,4
"55258",958,4
"55259",7206,1
"55260",15799,4
"55261",15799,4
"55262",15799,4
"55263",15799,4
"55264",87046,3
"55265",12832,4
"55266",12832,4
"55267",33877,5
"55268",33877,5
"55269",33877,5
"55270",33877,5
"55271",33877,5
"55272",15436,3
"55273",15436,3
"55274",15436,3
"55275",40248,5
"55276",40248,5
"55277",40248,5
"55278",40248,5
"55279",23587,6
"55280",10274,6
"55281",59360,6
"55282",59360,6
"55283",59360,6
"55284",59360,6
"55285",59360,6
"55286",59360,6
"55287",44460,3
"55288",44460,3
"55289",44460,3
"55290",44460,3
"55291",44460,3
"55292",41414,3
"55293",22243,7
"55294",35404,4
"55295",69221,9
"55296",69221,9
"55297",65103,3
"55298",65103,3
"55299",65103,3
"55300",65103,3
"55301",61575,1
"55302",90696,6
"55303",90696,6
"55304",90696,6
"55305",90696,6
"55306",22416,6
"55307",83783,6
"55308",91555,4
"55309",19418,6
"55310",6598,8
"55311",6598,8
"55312",15765,4
"55313",93437,6
"55314",67609,9
"55315",17976,3
"55316",17976,3
"55317",17976,3
"55318",17976,3
"55319",17976,3
"55320",49802,7
"55321",58645,5
"55322",78435,6
"55323",78435,6
"55324",78435,6
"55325",59813,4
"55326",59813,4
"55327",59813,4
"55328",59813,4
"55329",59813,4
"55330",59813,4
"55331",59813,4
"55332",73137,3
"55333",73137,3
"55334",1213,6
"55335",1213,6
"55336",1213,6
"55337",30253,8
"55338",30253,8
"55339",30253,8
"55340",60712,3
"55341",60712,3
"55342",60712,3
"55343",34612,6
"55344",11262,3
"55345",27743,2
"55346",79484,7
"55347",81901,5
"55348",81901,5
"55349",12035,5
"55350",66001,5
"55351",66001,5
"55352",14729,2
"55353",78767,5
"55354",78767,5
"55355",78767,5
"55356",35902,3
"55357",21505,7
"55358",21505,7
"55359",9545,3
"55360",98802,7
"55361",98802,7
"55362",29931,5
"55363",86056,5
"55364",86056,5
"55365",86056,5
"55366",33409,8
"55367",98373,6
"55368",98373,6
"55369",50956,8
"55370",64147,9
"55371",60204,7
"55372",17822,6
"55373",18455,3
"55374",23895,4
"55375",23895,4
"55376",90080,7
"55377",84591,7
"55378",98529,5
"55379",98529,5
"55380",59059,7
"55381",59059,7
"55382",78299,4
"55383",78299,4
"55384",40989,3
"55385",40989,3
"55386",71337,6
"55387",12322,5
"55388",12322,5
"55389",12322,5
"55390",22837,6
"55391",22837,6
"55392",22837,6
"55393",22837,6
"55394",22837,6
"55395",43418,6
"55396",49724,5
"55397",369,5
"55398",91469,6
"55399",91469,6
"55400",91469,6
"55401",91469,6
"55402",91469,6
"55403",91469,6
"55404",26314,4
"55405",99899,5
"55406",90574,6
"55407",76195,7
"55408",76195,7
"55409",76195,7
"55410",81406,6
"55411",70108,6
"55412",30587,6
"55413",30587,6
"55414",87309,5
"55415",87309,5
"55416",87309,5
"55417",79195,4
"55418",58928,8
"55419",22722,4
"55420",22722,4
"55421",82416,7
"55422",46210,6
"55423",34474,6
"55424",62568,5
"55425",73440,7
"55426",73440,7
"55427",73440,7
"55428",73440,7
"55429",10668,5
"55430",82655,8
"55431",84354,3
"55432",6236,4
"55433",6236,4
"55434",6236,4
"55435",63054,5
"55436",80005,7
"55437",59118,4
"55438",35175,7
"55439",35843,4
"55440",35843,4
"55441",35843,4
"55442",22847,5
"55443",86312,5
"55444",86312,5
"55445",39796,6
"55446",39796,6
"55447",83248,8
"55448",83248,8
"55449",13584,6
"55450",70597,4
"55451",47645,7
"55452",64948,1
"55453",64948,1
"55454",22403,3
"55455",56904,8
"55456",56904,8
"55457",56904,8
"55458",41618,6
"55459",72847,4
"55460",72847,4
"55461",72847,4
"55462",72847,4
"55463",81355,6
"55464",81355,6
"55465",81355,6
"55466",81355,6
"55467",10472,6
"55468",10472,6
"55469",95561,6
"55470",95561,6
"55471",95561,6
"55472",25995,7
"55473",99856,9
"55474",99856,9
"55475",25409,9
"55476",25409,9
"55477",25409,9
"55478",25409,9
"55479",25715,8
"55480",25715,8
"55481",53639,7
"55482",19290,5
"55483",65149,6
"55484",90735,4
"55485",90735,4
"55486",90732,6
"55487",48094,7
"55488",20508,7
"55489",39188,7
"55490",39188,7
"55491",39188,7
"55492",58010,7
"55493",58010,7
"55494",58010,7
"55495",58010,7
"55496",5779,4
"55497",395,1
"55498",39958,6
"55499",30700,3
"55500",30700,3
"55501",30700,3
"55502",69111,4
"55503",69111,4
"55504",71848,8
"55505",96765,4
"55506",96765,4
"55507",96765,4
"55508",96765,4
"55509",96765,4
"55510",16222,2
"55511",16222,2
"55512",16222,2
"55513",37883,7
"55514",64775,8
"55515",89010,6
"55516",89010,6
"55517",83924,4
"55518",83924,4
"55519",85922,1
"55520",85922,1
"55521",27368,8
"55522",85588,7
"55523",78521,8
"55524",78521,8
"55525",58558,8
"55526",50275,7
"55527",50275,7
"55528",50275,7
"55529",50275,7
"55530",50275,7
"55531",27585,6
"55532",67260,5
"55533",67260,5
"55534",67260,5
"55535",67260,5
"55536",67260,5
"55537",67260,5
"55538",33935,5
"55539",55269,5
"55540",55269,5
"55541",91835,5
"55542",35958,3
"55543",35958,3
"55544",35958,3
"55545",35958,3
"55546",69623,5
"55547",91000,9
"55548",56482,7
"55549",56482,7
"55550",66117,3
"55551",75259,4
"55552",62660,7
"55553",62660,7
"55554",57952,6
"55555",37815,4
"55556",37815,4
"55557",37815,4
"55558",41522,2
"55559",41522,2
"55560",41522,2
"55561",48398,5
"55562",58320,6
"55563",2782,7
"55564",2782,7
"55565",2782,7
"55566",2782,7
"55567",4031,4
"55568",61539,4
"55569",97657,8
"55570",52679,7
"55571",34691,7
"55572",34691,7
"55573",3168,5
"55574",3168,5
"55575",46896,6
"55576",10397,5
"55577",45712,6
"55578",45712,6
"55579",94815,5
"55580",44837,5
"55581",44837,5
"55582",13763,6
"55583",55612,6
"55584",80544,3
"55585",80544,3
"55586",47898,6
"55587",42371,4
"55588",42371,4
"55589",6823,6
"55590",6823,6
"55591",6823,6
"55592",25020,6
"55593",25020,6
"55594",35599,3
"55595",90122,9
"55596",92304,5
"55597",25531,4
"55598",68524,6
"55599",68524,6
"55600",31800,5
"55601",65762,6
"55602",100974,6
"55603",21568,5
"55604",21568,5
"55605",21568,5
"55606",3942,4
"55607",7103,5
"55608",19563,3
"55609",89056,6
"55610",22700,9
"55611",44306,5
"55612",32367,3
"55613",56632,8
"55614",21737,10
"55615",74163,6
"55616",50900,8
"55617",50900,8
"55618",50900,8
"55619",50900,8
"55620",50900,8
"55621",79186,7
"55622",13100,7
"55623",49367,7
"55624",49367,7
"55625",75164,7
"55626",75164,7
"55627",75164,7
"55628",75164,7
"55629",61170,4
"55630",99571,6
"55631",75589,2
"55632",70168,3
"55633",49605,5
"55634",44673,6
"55635",101038,7
"55636",21911,5
"55637",91268,3
"55638",91268,3
"55639",91268,3
"55640",57927,4
"55641",57927,4
"55642",57927,4
"55643",9542,9
"55644",7561,2
"55645",39567,6
"55646",77566,4
"55647",66946,5
"55648",38832,5
"55649",74790,4
"55650",69074,7
"55651",92403,7
"55652",92403,7
"55653",92403,7
"55654",37583,5
"55655",11561,3
"55656",30488,2
"55657",75464,7
"55658",75464,7
"55659",7496,3
"55660",16349,4
"55661",16349,4
"55662",16349,4
"55663",21031,5
"55664",21031,5
"55665",35737,7
"55666",35737,7
"55667",35737,7
"55668",35737,7
"55669",46693,3
"55670",5335,3
"55671",18073,6
"55672",18073,6
"55673",96904,5
"55674",96904,5
"55675",59727,5
"55676",30425,6
"55677",35221,7
"55678",35221,7
"55679",35221,7
"55680",35221,7
"55681",41471,3
"55682",67178,8
"55683",36521,7
"55684",36521,7
"55685",25345,3
"55686",25345,3
"55687",25345,3
"55688",55841,6
"55689",55841,6
"55690",55841,6
"55691",82962,9
"55692",82962,9
"55693",82962,9
"55694",42310,3
"55695",28954,9
"55696",51842,5
"55697",51842,5
"55698",51842,5
"55699",97500,7
"55700",57342,9
"55701",57342,9
"55702",2415,7
"55703",8910,5
"55704",19436,7
"55705",43031,6
"55706",65638,6
"55707",3194,4
"55708",3194,4
"55709",76826,3
"55710",76826,3
"55711",76826,3
"55712",80314,3
"55713",80314,3
"55714",80314,3
"55715",87458,4
"55716",87458,4
"55717",11399,6
"55718",11399,6
"55719",11597,4
"55720",28694,9
"55721",86013,3
"55722",86013,3
"55723",42709,2
"55724",28733,6
"55725",54267,3
"55726",66295,5
"55727",74363,6
"55728",52748,5
"55729",42296,3
"55730",50201,6
"55731",72054,6
"55732",19449,6
"55733",9422,5
"55734",51391,4
"55735",52357,6
"55736",29975,4
"55737",23416,6
"55738",23416,6
"55739",54051,10
"55740",34100,3
"55741",34100,3
"55742",99087,10
"55743",99087,10
"55744",91627,8
"55745",28616,5
"55746",52277,4
"55747",52277,4
"55748",52277,4
"55749",52277,4
"55750",25740,6
"55751",49852,4
"55752",49852,4
"55753",49852,4
"55754",49852,4
"55755",49852,4
"55756",56295,6
"55757",26798,4
"55758",42767,2
"55759",42767,2
"55760",48640,4
"55761",78680,4
"55762",29392,4
"55763",88630,7
"55764",37265,7
"55765",37265,7
"55766",21253,4
"55767",62040,7
"55768",30555,3
"55769",13559,6
"55770",13559,6
"55771",31756,6
"55772",9836,3
"55773",58495,3
"55774",58495,3
"55775",98935,4
"55776",98935,4
"55777",98935,4
"55778",40488,4
"55779",79352,6
"55780",55036,4
"55781",93431,7
"55782",93431,7
"55783",93431,7
"55784",11297,5
"55785",59592,8
"55786",59592,8
"55787",46989,4
"55788",46989,4
"55789",62779,4
"55790",37294,4
"55791",76574,4
"55792",85204,4
"55793",85204,4
"55794",85204,4
"55795",85204,4
"55796",27147,7
"55797",26370,7
"55798",23771,6
"55799",21044,7
"55800",13850,3
"55801",70571,8
"55802",50803,6
"55803",50803,6
"55804",80450,10
"55805",58884,5
"55806",83256,7
"55807",58922,4
"55808",58922,4
"55809",66397,7
"55810",78412,6
"55811",57940,4
"55812",57940,4
"55813",57940,4
"55814",57940,4
"55815",43734,4
"55816",43734,4
"55817",78643,4
"55818",78643,4
"55819",51561,6
"55820",22766,6
"55821",70175,7
"55822",70175,7
"55823",75502,3
"55824",7652,4
"55825",7652,4
"55826",95572,5
"55827",52335,6
"55828",52335,6
"55829",29480,3
"55830",24036,3
"55831",48806,5
"55832",48806,5
"55833",48806,5
"55834",48806,5
"55835",28026,6
"55836",32459,9
"55837",695,5
"55838",695,5
"55839",87538,4
"55840",59487,7
"55841",59487,7
"55842",27919,5
"55843",27919,5
"55844",33733,7
"55845",33733,7
"55846",6550,3
"55847",75258,4
"55848",88474,4
"55849",28531,3
"55850",51844,6
"55851",51844,6
"55852",51844,6
"55853",51844,6
"55854",33433,4
"55855",33433,4
"55856",33433,4
"55857",33433,4
"55858",32139,6
"55859",63289,3
"55860",56923,4
"55861",56923,4
"55862",48946,8
"55863",48946,8
"55864",845,4
"55865",845,4
"55866",845,4
"55867",845,4
"55868",845,4
"55869",845,4
"55870",20194,6
"55871",34390,4
"55872",34390,4
"55873",34390,4
"55874",43408,8
"55875",43408,8
"55876",14115,6
"55877",54767,6
"55878",54767,6
"55879",79962,6
"55880",79962,6
"55881",79962,6
"55882",79962,6
"55883",98612,6
"55884",59039,3
"55885",57027,4
"55886",57027,4
"55887",73150,5
"55888",4975,4
"55889",4975,4
"55890",6350,7
"55891",6350,7
"55892",98632,6
"55893",98632,6
"55894",87531,4
"55895",87531,4
"55896",78954,5
"55897",78954,5
"55898",42911,5
"55899",42911,5
"55900",68912,7
"55901",34690,5
"55902",34690,5
"55903",15181,5
"55904",76031,7
"55905",59682,8
"55906",54476,9
"55907",54373,5
"55908",54373,5
"55909",54373,5
"55910",98001,5
"55911",92807,8
"55912",92807,8
"55913",21133,3
"55914",21133,3
"55915",21133,3
"55916",46347,8
"55917",46347,8
"55918",74322,5
"55919",74322,5
"55920",9180,5
"55921",66084,6
"55922",66084,6
"55923",66084,6
"55924",66084,6
"55925",66084,6
"55926",64635,9
"55927",82098,4
"55928",83522,5
"55929",68967,5
"55930",80482,10
"55931",80482,10
"55932",80482,10
"55933",80482,10
"55934",80482,10
"55935",74247,5
"55936",72741,4
"55937",72741,4
"55938",72741,4
"55939",72741,4
"55940",37347,7
"55941",9248,9
"55942",17806,6
"55943",17806,6
"55944",17806,6
"55945",11846,5
"55946",25324,5
"55947",25324,5
"55948",25324,5
"55949",25324,5
"55950",87075,6
"55951",21297,6
"55952",62922,7
"55953",62922,7
"55954",9487,5
"55955",9487,5
"55956",9487,5
"55957",60937,7
"55958",62171,6
"55959",62171,6
"55960",62171,6
"55961",62171,6
"55962",91652,7
"55963",89032,6
"55964",93634,6
"55965",82266,3
"55966",96988,6
"55967",96988,6
"55968",60496,3
"55969",60496,3
"55970",60496,3
"55971",26156,6
"55972",18553,6
"55973",18553,6
"55974",18553,6
"55975",18553,6
"55976",19144,6
"55977",32661,8
"55978",66599,4
"55979",66599,4
"55980",75051,6
"55981",57501,4
"55982",57501,4
"55983",24570,3
"55984",99995,5
"55985",75704,8
"55986",75704,8
"55987",75704,8
"55988",75704,8
"55989",9110,5
"55990",9110,5
"55991",9110,5
"55992",17920,5
"55993",91740,5
"55994",6404,3
"55995",6404,3
"55996",70277,3
"55997",70277,3
"55998",93383,7
"55999",93383,7
"56000",88827,7
"56001",88827,7
"56002",88827,7
"56003",88827,7
"56004",94093,6
"56005",22631,5
"56006",26629,3
"56007",26629,3
"56008",26629,3
"56009",26629,3
"56010",26629,3
"56011",13006,9
"56012",93532,6
"56013",44013,7
"56014",44013,7
"56015",44013,7
"56016",18654,5
"56017",18654,5
"56018",18654,5
"56019",95481,5
"56020",54796,5
"56021",54796,5
"56022",100573,3
"56023",23828,3
"56024",23828,3
"56025",50461,3
"56026",60265,6
"56027",60265,6
"56028",60265,6
"56029",60265,6
"56030",34997,5
"56031",34997,5
"56032",34997,5
"56033",46261,4
"56034",46261,4
"56035",33813,7
"56036",33813,7
"56037",33813,7
"56038",33813,7
"56039",78258,5
"56040",79557,6
"56041",92857,4
"56042",92857,4
"56043",92857,4
"56044",92857,4
"56045",92857,4
"56046",86022,7
"56047",86022,7
"56048",49427,7
"56049",32905,5
"56050",32905,5
"56051",32905,5
"56052",31589,4
"56053",31589,4
"56054",31589,4
"56055",34652,3
"56056",96114,6
"56057",96114,6
"56058",96114,6
"56059",14225,6
"56060",14225,6
"56061",14225,6
"56062",36295,6
"56063",36295,6
"56064",36295,6
"56065",76485,3
"56066",76485,3
"56067",76485,3
"56068",76485,3
"56069",17892,2
"56070",48444,2
"56071",48444,2
"56072",40919,5
"56073",40919,5
"56074",34711,5
"56075",34711,5
"56076",90030,6
"56077",90030,6
"56078",34811,4
"56079",34811,4
"56080",66014,10
"56081",38126,7
"56082",38126,7
"56083",38126,7
"56084",52627,2
"56085",52627,2
"56086",34470,5
"56087",34470,5
"56088",34470,5
"56089",54810,6
"56090",71826,9
"56091",3990,3
"56092",42041,6
"56093",42041,6
"56094",42041,6
"56095",16200,5
"56096",39982,5
"56097",39982,5
"56098",12233,7
"56099",1272,4
"56100",1272,4
"56101",1272,4
"56102",45235,6
"56103",45235,6
"56104",45235,6
"56105",25718,5
"56106",25718,5
"56107",13239,6
"56108",77959,4
"56109",65755,6
"56110",65755,6
"56111",65755,6
"56112",65755,6
"56113",71689,7
"56114",90315,9
"56115",75243,7
"56116",75243,7
"56117",18372,5
"56118",8397,6
"56119",83172,7
"56120",83172,7
"56121",90591,8
"56122",90591,8
"56123",31759,5
"56124",34915,4
"56125",34915,4
"56126",68444,7
"56127",52807,3
"56128",87161,5
"56129",87161,5
"56130",87161,5
"56131",87161,5
"56132",29073,10
"56133",29073,10
"56134",29073,10
"56135",29073,10
"56136",29073,10
"56137",29073,10
"56138",76851,4
"56139",86146,5
"56140",16738,6
"56141",60625,6
"56142",60625,6
"56143",90582,4
"56144",90582,4
"56145",66005,4
"56146",66005,4
"56147",66005,4
"56148",66005,4
"56149",66005,4
"56150",9847,5
"56151",9847,5
"56152",44135,2
"56153",44252,5
"56154",59880,3
"56155",100444,5
"56156",32480,6
"56157",32480,6
"56158",59391,7
"56159",67500,4
"56160",52692,6
"56161",52692,6
"56162",1462,4
"56163",1462,4
"56164",1462,4
"56165",73095,6
"56166",39878,4
"56167",80816,4
"56168",80816,4
"56169",80816,4
"56170",80816,4
"56171",33344,6
"56172",33344,6
"56173",33344,6
"56174",23514,7
"56175",95392,8
"56176",21425,8
"56177",5494,8
"56178",5494,8
"56179",97513,8
"56180",32641,4
"56181",86582,7
"56182",86582,7
"56183",68329,1
"56184",19538,7
"56185",19538,7
"56186",19538,7
"56187",18278,4
"56188",18278,4
"56189",18278,4
"56190",41063,7
"56191",41063,7
"56192",41063,7
"56193",21553,5
"56194",21553,5
"56195",21553,5
"56196",12125,7
"56197",88715,4
"56198",78209,7
"56199",78209,7
"56200",47730,3
"56201",39080,2
"56202",9124,5
"56203",9124,5
"56204",49933,5
"56205",49933,5
"56206",47707,4
"56207",63783,4
"56208",63783,4
"56209",3062,3
"56210",63796,6
"56211",71486,5
"56212",7650,4
"56213",5446,6
"56214",5446,6
"56215",5446,6
"56216",5446,6
"56217",5446,6
"56218",5446,6
"56219",74908,9
"56220",73528,5
"56221",61969,7
"56222",61969,7
"56223",61969,7
"56224",85689,6
"56225",39215,4
"56226",21218,4
"56227",20118,4
"56228",62433,4
"56229",62433,4
"56230",62433,4
"56231",62433,4
"56232",23101,7
"56233",23101,7
"56234",23101,7
"56235",8785,3
"56236",96619,8
"56237",96619,8
"56238",41426,7
"56239",66290,5
"56240",27406,6
"56241",42165,7
"56242",42165,7
"56243",42165,7
"56244",95113,5
"56245",95113,5
"56246",54335,9
"56247",37438,7
"56248",37438,7
"56249",37438,7
"56250",86558,7
"56251",86558,7
"56252",32567,9
"56253",50169,7
"56254",21197,4
"56255",86561,6
"56256",86561,6
"56257",65623,4
"56258",65623,4
"56259",33746,6
"56260",43556,2
"56261",57164,3
"56262",46515,5
"56263",46515,5
"56264",42783,4
"56265",42783,4
"56266",42783,4
"56267",36111,8
"56268",10850,9
"56269",93196,6
"56270",93196,6
"56271",93196,6
"56272",59489,5
"56273",59489,5
"56274",59489,5
"56275",79755,3
"56276",40039,6
"56277",40039,6
"56278",40039,6
"56279",87040,5
"56280",54957,4
"56281",54957,4
"56282",76884,4
"56283",49223,6
"56284",31830,3
"56285",31830,3
"56286",69315,6
"56287",19741,6
"56288",19741,6
"56289",19741,6
"56290",19741,6
"56291",19741,6
"56292",59516,7
"56293",63388,4
"56294",63388,4
"56295",32584,6
"56296",90083,4
"56297",90083,4
"56298",19339,4
"56299",19339,4
"56300",19339,4
"56301",77425,7
"56302",77425,7
"56303",93076,6
"56304",29898,6
"56305",29898,6
"56306",13954,7
"56307",1931,7
"56308",14042,7
"56309",17784,7
"56310",17784,7
"56311",96518,4
"56312",96518,4
"56313",56394,6
"56314",59304,5
"56315",13476,6
"56316",13476,6
"56317",77231,9
"56318",77231,9
"56319",25501,6
"56320",41389,5
"56321",85331,6
"56322",26653,1
"56323",49349,7
"56324",49349,7
"56325",48002,7
"56326",13916,6
"56327",57492,6
"56328",57492,6
"56329",57492,6
"56330",439,2
"56331",439,2
"56332",439,2
"56333",439,2
"56334",9097,6
"56335",9097,6
"56336",27885,6
"56337",23134,6
"56338",62182,6
"56339",62182,6
"56340",62182,6
"56341",62182,6
"56342",62182,6
"56343",56319,8
"56344",97744,3
"56345",74353,4
"56346",24955,6
"56347",24955,6
"56348",24955,6
"56349",52793,9
"56350",52793,9
"56351",52793,9
"56352",52793,9
"56353",52793,9
"56354",63471,5
"56355",63471,5
"56356",63471,5
"56357",63471,5
"56358",30627,6
"56359",30627,6
"56360",34761,5
"56361",40497,7
"56362",65099,8
"56363",65099,8
"56364",56129,10
"56365",75249,6
"56366",47475,10
"56367",71414,6
"56368",54124,9
"56369",54124,9
"56370",54124,9
"56371",54124,9
"56372",11678,3
"56373",11678,3
"56374",19856,4
"56375",63835,5
"56376",63835,5
"56377",37947,3
"56378",37947,3
"56379",55082,4
"56380",80813,4
"56381",24585,7
"56382",19799,6
"56383",1660,5
"56384",1092,5
"56385",32310,7
"56386",32310,7
"56387",58588,4
"56388",30355,8
"56389",73938,6
"56390",43535,4
"56391",43535,4
"56392",43535,4
"56393",43535,4
"56394",17955,5
"56395",37831,6
"56396",37831,6
"56397",25781,7
"56398",25781,7
"56399",71390,7
"56400",46866,7
"56401",46866,7
"56402",6905,5
"56403",6905,5
"56404",46112,4
"56405",70210,5
"56406",70210,5
"56407",13090,6
"56408",31437,5
"56409",17801,3
"56410",77469,3
"56411",77469,3
"56412",77469,3
"56413",78813,4
"56414",78813,4
"56415",51889,7
"56416",54137,4
"56417",54137,4
"56418",53860,7
"56419",53860,7
"56420",38058,4
"56421",38058,4
"56422",46207,7
"56423",57402,3
"56424",57402,3
"56425",57402,3
"56426",37197,6
"56427",37197,6
"56428",37197,6
"56429",67212,7
"56430",22129,3
"56431",22129,3
"56432",92906,5
"56433",15187,6
"56434",15187,6
"56435",15187,6
"56436",15187,6
"56437",15187,6
"56438",15187,6
"56439",99333,4
"56440",99333,4
"56441",99333,4
"56442",99333,4
"56443",62418,8
"56444",62418,8
"56445",50022,5
"56446",76045,6
"56447",76045,6
"56448",52212,5
"56449",38175,7
"56450",38175,7
"56451",12145,10
"56452",12145,10
"56453",12145,10
"56454",12145,10
"56455",12145,10
"56456",80993,6
"56457",80993,6
"56458",60801,3
"56459",91636,8
"56460",91636,8
"56461",74070,7
"56462",65740,4
"56463",99971,7
"56464",28393,7
"56465",28393,7
"56466",78408,8
"56467",17858,3
"56468",17858,3
"56469",52150,4
"56470",52150,4
"56471",54888,7
"56472",54888,7
"56473",49671,6
"56474",45763,9
"56475",44652,7
"56476",26150,2
"56477",26150,2
"56478",87985,7
