"","unid","com_score"
"32160",32282,8
"32161",32282,8
"32162",65656,8
"32163",10716,4
"32164",17104,5
"32165",17104,5
"32166",21365,5
"32167",71168,5
"32168",71168,5
"32169",33428,5
"32170",33428,5
"32171",33428,5
"32172",80184,7
"32173",61212,3
"32174",10719,7
"32175",10719,7
"32176",49151,2
"32177",49151,2
"32178",49151,2
"32179",49151,2
"32180",49151,2
"32181",49151,2
"32182",78556,8
"32183",56268,6
"32184",56268,6
"32185",26444,5
"32186",26444,5
"32187",26444,5
"32188",26444,5
"32189",26444,5
"32190",44629,5
"32191",38963,5
"32192",32454,6
"32193",77833,5
"32194",77833,5
"32195",77833,5
"32196",77833,5
"32197",43436,5
"32198",43436,5
"32199",90387,5
"32200",90387,5
"32201",45959,6
"32202",45959,6
"32203",45959,6
"32204",45959,6
"32205",31568,3
"32206",56850,6
"32207",56850,6
"32208",56850,6
"32209",56850,6
"32210",56850,6
"32211",56850,6
"32212",7452,6
"32213",16284,6
"32214",16284,6
"32215",61477,4
"32216",61477,4
"32217",85878,5
"32218",85878,5
"32219",85878,5
"32220",85878,5
"32221",45251,6
"32222",45251,6
"32223",86470,5
"32224",49211,4
"32225",49211,4
"32226",49211,4
"32227",46183,4
"32228",46183,4
"32229",46183,4
"32230",46183,4
"32231",16694,7
"32232",30925,7
"32233",12498,5
"32234",9236,4
"32235",9236,4
"32236",9236,4
"32237",9236,4
"32238",32587,5
"32239",27954,6
"32240",30654,5
"32241",60955,9
"32242",57442,7
"32243",57442,7
"32244",58871,6
"32245",18743,5
"32246",62473,8
"32247",62473,8
"32248",62473,8
"32249",62473,8
"32250",62473,8
"32251",14512,5
"32252",14512,5
"32253",86219,4
"32254",86219,4
"32255",86219,4
"32256",22323,2
"32257",22323,2
"32258",22323,2
"32259",22323,2
"32260",99135,5
"32261",37709,5
"32262",37709,5
"32263",37709,5
"32264",37709,5
"32265",57313,6
"32266",99242,5
"32267",99242,5
"32268",92932,6
"32269",30441,6
"32270",30441,6
"32271",30441,6
"32272",30441,6
"32273",30441,6
"32274",30441,6
"32275",101348,7
"32276",53650,5
"32277",53650,5
"32278",53650,5
"32279",60401,5
"32280",60401,5
"32281",48761,5
"32282",27851,5
"32283",27851,5
"32284",78053,8
"32285",78053,8
"32286",28138,5
"32287",28138,5
"32288",20910,4
"32289",61024,5
"32290",17533,5
"32291",15203,6
"32292",15203,6
"32293",89377,4
"32294",61629,6
"32295",61629,6
"32296",31116,5
"32297",77617,3
"32298",77617,3
"32299",72233,7
"32300",22340,5
"32301",22340,5
"32302",22340,5
"32303",26713,4
"32304",12428,5
"32305",12428,5
"32306",12428,5
"32307",65049,5
"32308",23837,5
"32309",23837,5
"32310",23837,5
"32311",10510,6
"32312",10510,6
"32313",59214,5
"32314",62104,7
"32315",47330,3
"32316",47330,3
"32317",49225,4
"32318",49225,4
"32319",49225,4
"32320",49225,4
"32321",12263,6
"32322",12263,6
"32323",41385,5
"32324",58455,5
"32325",27934,5
"32326",5882,4
"32327",5882,4
"32328",5882,4
"32329",31767,2
"32330",77647,5
"32331",77647,5
"32332",87681,4
"32333",43572,5
"32334",15576,5
"32335",9481,5
"32336",9481,5
"32337",9481,5
"32338",10197,6
"32339",58703,1
"32340",81128,5
"32341",81128,5
"32342",53268,5
"32343",7092,6
"32344",7092,6
"32345",7092,6
"32346",7092,6
"32347",7092,6
"32348",58508,4
"32349",72484,5
"32350",9867,5
"32351",38698,6
"32352",41945,6
"32353",41945,6
"32354",76052,8
"32355",76052,8
"32356",5613,5
"32357",39566,5
"32358",60283,3
"32359",15338,4
"32360",49177,5
"32361",74709,6
"32362",83995,6
"32363",83995,6
"32364",98407,4
"32365",98407,4
"32366",90058,5
"32367",47777,5
"32368",72104,5
"32369",5596,6
"32370",33559,5
"32371",31469,6
"32372",7479,4
"32373",7479,4
"32374",65810,7
"32375",36773,8
"32376",36773,8
"32377",12468,6
"32378",41023,8
"32379",41023,8
"32380",30559,4
"32381",35729,3
"32382",35729,3
"32383",49787,6
"32384",39866,4
"32385",3257,7
"32386",82191,4
"32387",82191,4
"32388",57120,8
"32389",69214,7
"32390",69214,7
"32391",69981,7
"32392",69981,7
"32393",90321,8
"32394",90321,8
"32395",43864,9
"32396",43864,9
"32397",11820,6
"32398",15687,5
"32399",23795,6
"32400",23795,6
"32401",9328,7
"32402",9328,7
"32403",9328,7
"32404",9328,7
"32405",9328,7
"32406",9328,7
"32407",10984,6
"32408",7356,5
"32409",7356,5
"32410",7356,5
"32411",33165,7
"32412",33165,7
"32413",33165,7
"32414",30621,4
"32415",30621,4
"32416",72573,7
"32417",51627,8
"32418",69557,7
"32419",88048,6
"32420",59554,6
"32421",52538,3
"32422",52538,3
"32423",52538,3
"32424",28349,3
"32425",11585,4
"32426",97700,7
"32427",33448,5
"32428",86965,6
"32429",86965,6
"32430",33802,7
"32431",33802,7
"32432",26500,4
"32433",11932,7
"32434",11932,7
"32435",49536,5
"32436",49536,5
"32437",49536,5
"32438",18935,5
"32439",18935,5
"32440",89572,5
"32441",48928,5
"32442",48928,5
"32443",76375,3
"32444",76375,3
"32445",76375,3
"32446",70152,8
"32447",70152,8
"32448",45739,6
"32449",77016,3
"32450",49024,5
"32451",56123,5
"32452",75585,4
"32453",15795,6
"32454",15795,6
"32455",46253,7
"32456",98581,5
"32457",27416,5
"32458",92516,6
"32459",24672,2
"32460",24672,2
"32461",17208,4
"32462",17208,4
"32463",25194,6
"32464",25194,6
"32465",25194,6
"32466",25194,6
"32467",20441,6
"32468",20441,6
"32469",20441,6
"32470",20441,6
"32471",81760,6
"32472",12418,5
"32473",49731,5
"32474",36143,7
"32475",62709,4
"32476",62709,4
"32477",100397,5
"32478",27346,6
"32479",5332,9
"32480",71590,8
"32481",19287,7
"32482",32314,5
"32483",32314,5
"32484",32314,5
"32485",88675,7
"32486",88675,7
"32487",37547,6
"32488",37725,6
"32489",13853,5
"32490",13853,5
"32491",59574,7
"32492",48774,7
"32493",48774,7
"32494",48774,7
"32495",48774,7
"32496",48774,7
"32497",56592,4
"32498",56592,4
"32499",14298,7
"32500",14298,7
"32501",14298,7
"32502",14298,7
"32503",7457,5
"32504",7457,5
"32505",7457,5
"32506",86368,5
"32507",48061,5
"32508",48061,5
"32509",61936,7
"32510",41114,5
"32511",41114,5
"32512",66557,5
"32513",92447,7
"32514",5120,6
"32515",5120,6
"32516",19845,5
"32517",19845,5
"32518",19845,5
"32519",19845,5
"32520",19845,5
"32521",27855,3
"32522",22852,6
"32523",55423,5
"32524",61176,3
"32525",61176,3
"32526",61176,3
"32527",91243,5
"32528",68761,6
"32529",12550,5
"32530",50899,5
"32531",62442,5
"32532",62442,5
"32533",88834,7
"32534",88834,7
"32535",88834,7
"32536",88834,7
"32537",88834,7
"32538",33160,6
"32539",43442,7
"32540",20213,5
"32541",83416,7
"32542",62985,5
"32543",40583,5
"32544",44525,5
"32545",44525,5
"32546",44525,5
"32547",19327,6
"32548",19327,6
"32549",77927,6
"32550",81507,6
"32551",81507,6
"32552",88040,8
"32553",88040,8
"32554",88040,8
"32555",88040,8
"32556",88510,5
"32557",51357,6
"32558",100047,5
"32559",65422,5
"32560",65422,5
"32561",65422,5
"32562",35850,4
"32563",35850,4
"32564",66226,6
"32565",66226,6
"32566",66226,6
"32567",56507,7
"32568",83637,7
"32569",57842,5
"32570",96460,5
"32571",15036,7
"32572",15036,7
"32573",29465,6
"32574",78787,6
"32575",78787,6
"32576",78787,6
"32577",78787,6
"32578",14653,3
"32579",14653,3
"32580",56761,7
"32581",56761,7
"32582",63347,5
"32583",63347,5
"32584",42152,5
"32585",42152,5
"32586",42152,5
"32587",98014,7
"32588",5755,3
"32589",81006,8
"32590",81291,5
"32591",55634,5
"32592",96163,7
"32593",57229,7
"32594",57229,7
"32595",45089,5
"32596",49194,6
"32597",49194,6
"32598",49194,6
"32599",20762,5
"32600",20762,5
"32601",20762,5
"32602",20762,5
"32603",20762,5
"32604",20762,5
"32605",4050,6
"32606",4050,6
"32607",51309,6
"32608",16136,6
"32609",35046,5
"32610",35046,5
"32611",36481,7
"32612",36481,7
"32613",42851,6
"32614",42851,6
"32615",42851,6
"32616",42851,6
"32617",42851,6
"32618",8511,7
"32619",8511,7
"32620",8511,7
"32621",8511,7
"32622",35677,5
"32623",35677,5
"32624",35677,5
"32625",22261,8
"32626",5349,5
"32627",13601,6
"32628",76256,7
"32629",76256,7
"32630",71803,6
"32631",45509,5
"32632",55494,6
"32633",64460,7
"32634",64460,7
"32635",64460,7
"32636",69575,7
"32637",68737,6
"32638",68737,6
"32639",68737,6
"32640",68737,6
"32641",68737,6
"32642",36388,6
"32643",36388,6
"32644",28191,4
"32645",28191,4
"32646",28191,4
"32647",65307,3
"32648",59722,6
"32649",59722,6
"32650",88782,6
"32651",65031,7
"32652",65031,7
"32653",45489,6
"32654",47211,5
"32655",69787,5
"32656",62563,9
"32657",62563,9
"32658",26700,5
"32659",26700,5
"32660",58032,8
"32661",58032,8
"32662",58032,8
"32663",57633,5
"32664",89199,5
"32665",13594,7
"32666",13594,7
"32667",13594,7
"32668",13594,7
"32669",13594,7
"32670",85954,7
"32671",85954,7
"32672",7688,8
"32673",7688,8
"32674",94243,5
"32675",94243,5
"32676",100370,9
"32677",88673,8
"32678",88673,8
"32679",98973,7
"32680",98973,7
"32681",98973,7
"32682",98973,7
"32683",74445,5
"32684",74445,5
"32685",74445,5
"32686",10942,3
"32687",67947,7
"32688",71800,5
"32689",69428,5
"32690",50061,5
"32691",50061,5
"32692",50061,5
"32693",16034,5
"32694",16034,5
"32695",48017,8
"32696",72655,7
"32697",72655,7
"32698",17028,6
"32699",17028,6
"32700",76444,7
"32701",76444,7
"32702",76444,7
"32703",18542,7
"32704",53265,7
"32705",59533,8
"32706",59533,8
"32707",88846,6
"32708",53363,6
"32709",53363,6
"32710",60663,5
"32711",36526,7
"32712",36526,7
"32713",39889,6
"32714",8713,5
"32715",8713,5
"32716",8713,5
"32717",10867,7
"32718",34284,6
"32719",34284,6
"32720",34284,6
"32721",45304,4
"32722",31248,3
"32723",31248,3
"32724",101545,7
"32725",5818,5
"32726",69082,5
"32727",18215,5
"32728",18215,5
"32729",46111,4
"32730",46111,4
"32731",96291,4
"32732",4175,3
"32733",4175,3
"32734",59172,8
"32735",59172,8
"32736",59172,8
"32737",59172,8
"32738",59172,8
"32739",31824,6
"32740",31824,6
"32741",31824,6
"32742",31824,6
"32743",45567,7
"32744",45567,7
"32745",57051,4
"32746",57051,4
"32747",57051,4
"32748",57051,4
"32749",89140,5
"32750",89140,5
"32751",89140,5
"32752",65137,5
"32753",65137,5
"32754",65137,5
"32755",65137,5
"32756",65137,5
"32757",65137,5
"32758",65137,5
"32759",65137,5
"32760",49644,4
"32761",49644,4
"32762",49644,4
"32763",49644,4
"32764",49644,4
"32765",73543,6
"32766",44550,6
"32767",52295,9
"32768",52295,9
"32769",52295,9
"32770",26439,5
"32771",30296,5
"32772",56528,5
"32773",28357,6
"32774",28357,6
"32775",28357,6
"32776",28357,6
"32777",27576,5
"32778",27576,5
"32779",27576,5
"32780",51023,4
"32781",43763,4
"32782",95254,5
"32783",32852,4
"32784",32852,4
"32785",80768,7
"32786",80768,7
"32787",90983,8
"32788",33699,8
"32789",41290,6
"32790",42255,7
"32791",42255,7
"32792",8558,5
"32793",8558,5
"32794",88122,6
"32795",71498,6
"32796",46877,3
"32797",62350,4
"32798",25065,7
"32799",8469,5
"32800",43850,5
"32801",43850,5
"32802",43850,5
"32803",43850,5
"32804",43850,5
"32805",73723,5
"32806",93103,2
"32807",19397,5
"32808",19397,5
"32809",92879,6
"32810",63330,5
"32811",72695,6
"32812",32078,5
"32813",47029,4
"32814",47029,4
"32815",22501,6
"32816",22501,6
"32817",21989,4
"32818",21989,4
"32819",21989,4
"32820",79924,6
"32821",80812,5
"32822",80812,5
"32823",79141,5
"32824",79141,5
"32825",5139,5
"32826",13436,7
"32827",27541,5
"32828",56797,6
"32829",82410,6
"32830",52052,5
"32831",29259,4
"32832",29259,4
"32833",70421,8
"32834",70421,8
"32835",68636,4
"32836",68636,4
"32837",68636,4
"32838",68636,4
"32839",68636,4
"32840",42066,7
"32841",42066,7
"32842",42066,7
"32843",42066,7
"32844",37140,6
"32845",55881,7
"32846",55881,7
"32847",97451,9
"32848",97451,9
"32849",59941,7
"32850",49155,5
"32851",4762,5
"32852",54750,5
"32853",79417,6
"32854",79417,6
"32855",79417,6
"32856",79417,6
"32857",62626,7
"32858",62626,7
"32859",59382,5
"32860",26178,5
"32861",28940,7
"32862",28940,7
"32863",28940,7
"32864",28940,7
"32865",54220,7
"32866",89372,7
"32867",23270,8
"32868",74980,6
"32869",98949,8
"32870",57455,4
"32871",57455,4
"32872",41279,7
"32873",38833,4
"32874",69103,6
"32875",76919,9
"32876",76919,9
"32877",76919,9
"32878",76919,9
"32879",89030,4
"32880",89030,4
"32881",21978,5
"32882",21978,5
"32883",71730,8
"32884",71730,8
"32885",71730,8
"32886",71730,8
"32887",31629,5
"32888",56930,5
"32889",75367,7
"32890",43754,7
"32891",43754,7
"32892",43754,7
"32893",50589,6
"32894",50589,6
"32895",50589,6
"32896",50589,6
"32897",50583,4
"32898",19022,3
"32899",76322,4
"32900",76322,4
"32901",76322,4
"32902",70469,5
"32903",90723,8
"32904",10710,7
"32905",10710,7
"32906",7902,5
"32907",7902,5
"32908",7902,5
"32909",7902,5
"32910",84810,5
"32911",84810,5
"32912",84810,5
"32913",99137,6
"32914",99137,6
"32915",85322,6
"32916",85322,6
"32917",58051,4
"32918",22585,7
"32919",22585,7
"32920",48114,4
"32921",48114,4
"32922",84506,8
"32923",86515,7
"32924",9448,5
"32925",81696,5
"32926",81696,5
"32927",81696,5
"32928",81696,5
"32929",22382,4
"32930",49419,7
"32931",49419,7
"32932",64809,5
"32933",101355,7
"32934",54512,6
"32935",54512,6
"32936",54512,6
"32937",54512,6
"32938",54512,6
"32939",85435,6
"32940",51181,6
"32941",38030,6
"32942",61055,5
"32943",61055,5
"32944",17488,6
"32945",17488,6
"32946",76679,6
"32947",76679,6
"32948",57523,4
"32949",3802,4
"32950",3802,4
"32951",46109,6
"32952",26867,6
"32953",26867,6
"32954",26867,6
"32955",92863,5
"32956",40720,3
"32957",40720,3
"32958",40720,3
"32959",40720,3
"32960",40720,3
"32961",40720,3
"32962",40720,3
"32963",75395,5
"32964",75395,5
"32965",75395,5
"32966",91948,7
"32967",91948,7
"32968",91948,7
"32969",91948,7
"32970",43083,7
"32971",25299,5
"32972",25299,5
"32973",25299,5
"32974",62979,6
"32975",62979,6
"32976",55897,5
"32977",55897,5
"32978",55897,5
"32979",55897,5
"32980",49006,5
"32981",50086,5
"32982",87595,6
"32983",23530,6
"32984",56907,5
"32985",72853,7
"32986",52039,4
"32987",52039,4
"32988",52039,4
"32989",35356,3
"32990",35356,3
"32991",16189,7
"32992",49495,5
"32993",49495,5
"32994",25120,5
"32995",23473,6
"32996",23473,6
"32997",23473,6
"32998",15316,6
"32999",15316,6
"33000",15316,6
"33001",38253,5
"33002",38253,5
"33003",38253,5
"33004",38253,5
"33005",38253,5
"33006",39034,5
"33007",39034,5
"33008",33140,5
"33009",33140,5
"33010",33140,5
"33011",33140,5
"33012",33140,5
"33013",33140,5
"33014",82861,4
"33015",1837,5
"33016",36205,6
"33017",66692,5
"33018",55465,5
"33019",55465,5
"33020",55465,5
"33021",13888,5
"33022",30077,7
"33023",30077,7
"33024",40821,5
"33025",43580,5
"33026",88126,6
"33027",88126,6
"33028",13903,5
"33029",34544,5
"33030",38108,4
"33031",24744,7
"33032",24744,7
"33033",24744,7
"33034",6121,5
"33035",42043,7
"33036",42043,7
"33037",90474,6
"33038",59329,4
"33039",4541,5
"33040",56490,7
"33041",56490,7
"33042",56490,7
"33043",45216,7
"33044",45216,7
"33045",45216,7
"33046",45216,7
"33047",66140,5
"33048",66140,5
"33049",19315,4
"33050",87597,4
"33051",87597,4
"33052",87597,4
"33053",48113,7
"33054",3176,7
"33055",3176,7
"33056",72177,5
"33057",34230,4
"33058",34230,4
"33059",34230,4
"33060",82695,6
"33061",82695,6
"33062",62559,7
"33063",22481,6
"33064",33519,7
"33065",24126,3
"33066",4142,5
"33067",4142,5
"33068",4142,5
"33069",52388,6
"33070",40885,6
"33071",84265,5
"33072",41693,6
"33073",40064,6
"33074",40064,6
"33075",40064,6
"33076",51845,7
"33077",51845,7
"33078",51845,7
"33079",62143,7
"33080",62143,7
"33081",34307,5
"33082",66074,7
"33083",66074,7
"33084",71342,6
"33085",63532,8
"33086",66527,4
"33087",66527,4
"33088",27550,9
"33089",27550,9
"33090",11890,3
"33091",68418,6
"33092",31605,5
"33093",31605,5
"33094",28074,6
"33095",79942,5
"33096",79942,5
"33097",79942,5
"33098",76903,8
"33099",24916,5
"33100",24916,5
"33101",24916,5
"33102",24916,5
"33103",79643,6
"33104",77185,4
"33105",18898,3
"33106",65983,4
"33107",90055,9
"33108",45694,5
"33109",45694,5
"33110",59631,5
"33111",59631,5
"33112",59631,5
"33113",59631,5
"33114",77490,5
"33115",77490,5
"33116",77490,5
"33117",82076,6
"33118",82076,6
"33119",15515,4
"33120",74974,5
"33121",3672,5
"33122",57917,4
"33123",57917,4
"33124",52730,5
"33125",52730,5
"33126",52730,5
"33127",43201,5
"33128",92305,8
"33129",92305,8
"33130",92305,8
"33131",92305,8
"33132",92305,8
"33133",92305,8
"33134",92305,8
"33135",65348,8
"33136",17935,4
"33137",17935,4
"33138",58211,6
"33139",58211,6
"33140",58211,6
"33141",77803,4
"33142",23710,6
"33143",63514,5
"33144",12478,5
"33145",12478,5
"33146",12478,5
"33147",12478,5
"33148",96018,4
"33149",96018,4
"33150",96018,4
"33151",19249,3
"33152",19249,3
"33153",40163,5
"33154",40163,5
"33155",40163,5
"33156",40980,4
"33157",40980,4
"33158",85474,7
"33159",85474,7
"33160",85474,7
"33161",85474,7
"33162",85474,7
"33163",72782,5
"33164",72782,5
"33165",26188,3
"33166",57340,5
"33167",1933,4
"33168",1933,4
"33169",1933,4
"33170",94978,2
"33171",66497,5
"33172",3251,4
"33173",3251,4
"33174",3251,4
"33175",3251,4
"33176",3251,4
"33177",31847,6
"33178",31847,6
"33179",31847,6
"33180",31847,6
"33181",79662,4
"33182",19317,4
"33183",8716,3
"33184",8716,3
"33185",8716,3
"33186",8716,3
"33187",23666,6
"33188",23666,6
"33189",73433,9
"33190",71002,5
"33191",10438,5
"33192",10438,5
"33193",10438,5
"33194",43310,5
"33195",95134,7
"33196",90878,3
"33197",22074,8
"33198",90622,6
"33199",55010,4
"33200",63195,5
"33201",63195,5
"33202",23259,8
"33203",20357,5
"33204",71365,5
"33205",71365,5
"33206",71365,5
"33207",39238,6
"33208",42287,4
"33209",42287,4
"33210",7487,5
"33211",63833,5
"33212",3509,4
"33213",90848,5
"33214",90848,5
"33215",90848,5
"33216",90848,5
"33217",43072,3
"33218",43072,3
"33219",43072,3
"33220",81164,6
"33221",17901,5
"33222",17901,5
"33223",17901,5
"33224",52045,4
"33225",52045,4
"33226",29196,7
"33227",7843,5
"33228",71766,6
"33229",45047,5
"33230",45047,5
"33231",45047,5
"33232",45088,7
"33233",53523,4
"33234",53523,4
"33235",23255,4
"33236",32828,8
"33237",32828,8
"33238",86567,6
"33239",70080,4
"33240",49854,7
"33241",49854,7
"33242",49854,7
"33243",58214,5
"33244",48062,6
"33245",48062,6
"33246",20271,4
"33247",20271,4
"33248",12330,5
"33249",12330,5
"33250",12330,5
"33251",33395,5
"33252",59362,8
"33253",31977,8
"33254",85524,5
"33255",15160,7
"33256",54864,5
"33257",54864,5
"33258",94589,4
"33259",82755,5
"33260",61931,9
"33261",8352,5
"33262",89807,9
"33263",89807,9
"33264",89807,9
"33265",60451,7
"33266",60451,7
"33267",60451,7
"33268",57145,4
"33269",66877,5
"33270",66877,5
"33271",66877,5
"33272",78831,5
"33273",78831,5
"33274",78831,5
"33275",101775,5
"33276",49404,4
"33277",49404,4
"33278",10659,3
"33279",10659,3
"33280",29962,5
"33281",73088,4
"33282",73088,4
"33283",73874,7
"33284",73874,7
"33285",73874,7
"33286",40987,6
"33287",71555,5
"33288",71555,5
"33289",76356,6
"33290",76356,6
"33291",76356,6
"33292",51562,8
"33293",99994,5
"33294",6230,8
"33295",59328,6
"33296",12343,4
"33297",12343,4
"33298",12343,4
"33299",3542,7
"33300",3542,7
"33301",3542,7
"33302",3542,7
"33303",3542,7
"33304",36087,4
"33305",85613,7
"33306",12681,6
"33307",29953,3
"33308",57816,5
"33309",85655,4
"33310",65075,6
"33311",17418,7
"33312",17418,7
"33313",14383,6
"33314",73659,6
"33315",69360,5
"33316",69360,5
"33317",69360,5
"33318",69360,5
"33319",69360,5
"33320",69360,5
"33321",18883,4
"33322",2829,7
"33323",2829,7
"33324",2829,7
"33325",2829,7
"33326",2829,7
"33327",46923,2
"33328",43174,7
"33329",83046,5
"33330",77513,5
"33331",77513,5
"33332",77513,5
"33333",8912,6
"33334",8912,6
"33335",22226,6
"33336",26132,4
"33337",26132,4
"33338",26132,4
"33339",4659,5
"33340",42636,7
"33341",42636,7
"33342",75090,7
"33343",75090,7
"33344",95423,6
"33345",95423,6
"33346",45562,8
"33347",45562,8
"33348",20214,6
"33349",31101,7
"33350",9552,5
"33351",9552,5
"33352",9552,5
"33353",38157,3
"33354",44667,9
"33355",44667,9
"33356",44667,9
"33357",38541,5
"33358",8509,5
"33359",64361,7
"33360",64361,7
"33361",64361,7
"33362",64361,7
"33363",64361,7
"33364",42861,5
"33365",42861,5
"33366",42861,5
"33367",42861,5
"33368",77076,6
"33369",77076,6
"33370",30727,7
"33371",55335,6
"33372",67958,6
"33373",67958,6
"33374",67958,6
"33375",4235,9
"33376",4235,9
"33377",4235,9
"33378",85898,5
"33379",20612,5
"33380",20612,5
"33381",20612,5
"33382",20612,5
"33383",23069,5
"33384",43540,8
"33385",94869,3
"33386",94869,3
"33387",38664,7
"33388",38664,7
"33389",19671,5
"33390",40596,5
"33391",651,8
"33392",36284,6
"33393",36284,6
"33394",36284,6
"33395",36284,6
"33396",36284,6
"33397",80745,7
"33398",20375,6
"33399",44311,7
"33400",40378,6
"33401",64029,5
"33402",64029,5
"33403",64029,5
"33404",6363,5
"33405",47768,6
"33406",99875,6
"33407",71136,5
"33408",54495,5
"33409",55093,7
"33410",29260,5
"33411",99657,7
"33412",868,5
"33413",33976,6
"33414",33976,6
"33415",21384,5
"33416",44580,5
"33417",78051,4
"33418",78051,4
"33419",23652,5
"33420",35425,5
"33421",98494,7
"33422",43338,4
"33423",43338,4
"33424",43338,4
"33425",65115,5
"33426",65115,5
"33427",65115,5
"33428",65115,5
"33429",74355,4
"33430",74355,4
"33431",74355,4
"33432",35314,6
"33433",35314,6
"33434",35314,6
"33435",35314,6
"33436",74636,6
"33437",74636,6
"33438",74636,6
"33439",74636,6
"33440",55099,6
"33441",55099,6
"33442",63785,5
"33443",33947,7
"33444",33947,7
"33445",44457,6
"33446",3760,5
"33447",25061,5
"33448",98666,6
"33449",72457,4
"33450",54049,5
"33451",54049,5
"33452",82481,5
"33453",82481,5
"33454",7711,5
"33455",7711,5
"33456",7711,5
"33457",7711,5
"33458",89839,6
"33459",89839,6
"33460",89839,6
"33461",97920,6
"33462",32123,5
"33463",42275,5
"33464",66167,4
"33465",66167,4
"33466",66167,4
"33467",38552,10
"33468",22130,6
"33469",22130,6
"33470",22130,6
"33471",55610,7
"33472",87645,7
"33473",87645,7
"33474",21604,4
"33475",21604,4
"33476",66067,4
"33477",35780,5
"33478",35780,5
"33479",20836,8
"33480",32080,4
"33481",51708,8
"33482",70033,4
"33483",70033,4
"33484",46547,6
"33485",7323,3
"33486",12511,6
"33487",64877,5
"33488",21842,4
"33489",21842,4
"33490",21842,4
"33491",83313,7
"33492",29841,5
"33493",16772,5
"33494",16772,5
"33495",16772,5
"33496",16772,5
"33497",35359,7
"33498",54020,4
"33499",28197,4
"33500",28197,4
"33501",35965,8
"33502",35965,8
"33503",35965,8
"33504",56718,5
"33505",56718,5
"33506",78882,5
"33507",23555,5
"33508",74418,4
"33509",48638,5
"33510",20190,5
"33511",20190,5
"33512",20190,5
"33513",39589,6
"33514",63971,6
"33515",24197,5
"33516",67725,6
"33517",40906,6
"33518",15615,5
"33519",56251,5
"33520",36076,8
"33521",4084,7
"33522",29856,5
"33523",12683,5
"33524",26165,7
"33525",26165,7
"33526",26165,7
"33527",26165,7
"33528",86652,4
"33529",86652,4
"33530",88506,6
"33531",88506,6
"33532",65866,6
"33533",65866,6
"33534",53275,5
"33535",53275,5
"33536",82168,7
"33537",61947,6
"33538",16056,5
"33539",82876,6
"33540",65363,5
"33541",6115,2
"33542",6115,2
"33543",40963,6
"33544",40963,6
"33545",40963,6
"33546",43443,6
"33547",55302,6
"33548",55302,6
"33549",96367,9
"33550",41601,5
"33551",41601,5
"33552",37493,5
"33553",37493,5
"33554",37493,5
"33555",63717,5
"33556",63717,5
"33557",63717,5
"33558",84581,7
"33559",70427,8
"33560",16024,5
"33561",13651,6
"33562",13651,6
"33563",66912,8
"33564",21754,5
"33565",17720,5
"33566",15471,4
"33567",15471,4
"33568",15471,4
"33569",15471,4
"33570",79602,5
"33571",9750,6
"33572",9750,6
"33573",9750,6
"33574",9750,6
"33575",9750,6
"33576",26624,4
"33577",26624,4
"33578",61572,3
"33579",61572,3
"33580",61572,3
"33581",26717,8
"33582",44105,5
"33583",3598,3
"33584",87434,4
"33585",87434,4
"33586",87434,4
"33587",87434,4
"33588",98977,5
"33589",98977,5
"33590",36756,5
"33591",20767,3
"33592",20767,3
"33593",20767,3
"33594",20767,3
"33595",20767,3
"33596",20767,3
"33597",88243,6
"33598",88243,6
"33599",56823,7
"33600",56823,7
"33601",70894,6
"33602",49813,8
"33603",49813,8
"33604",43534,5
"33605",4048,7
"33606",69751,7
"33607",90606,5
"33608",90606,5
"33609",90606,5
"33610",74586,9
"33611",60390,5
"33612",60390,5
"33613",60390,5
"33614",43183,4
"33615",53721,8
"33616",53721,8
"33617",53721,8
"33618",53721,8
"33619",53721,8
"33620",53721,8
"33621",77922,5
"33622",20572,8
"33623",20572,8
"33624",20572,8
"33625",24100,9
"33626",66572,6
"33627",24322,5
"33628",65708,5
"33629",40938,4
"33630",40938,4
"33631",23805,5
"33632",23805,5
"33633",22424,4
"33634",22424,4
"33635",22424,4
"33636",52169,5
"33637",28713,7
"33638",43669,5
"33639",43669,5
"33640",43669,5
"33641",97029,3
"33642",97029,3
"33643",71044,4
"33644",71044,4
"33645",71044,4
"33646",67250,5
"33647",67250,5
"33648",67250,5
"33649",74155,4
"33650",74155,4
"33651",45363,4
"33652",45363,4
"33653",62088,3
"33654",62088,3
"33655",62088,3
"33656",58305,5
"33657",58305,5
"33658",93894,6
"33659",48930,6
"33660",48930,6
"33661",60308,5
"33662",60308,5
"33663",23631,4
"33664",38449,4
"33665",38449,4
"33666",38449,4
"33667",4474,6
"33668",29335,4
"33669",18308,4
"33670",90817,6
"33671",90817,6
"33672",39896,7
"33673",14479,4
"33674",60878,4
"33675",60878,4
"33676",20082,5
"33677",65700,3
"33678",21934,8
"33679",38542,6
"33680",61095,7
"33681",24715,5
"33682",49482,5
"33683",49482,5
"33684",49482,5
"33685",49482,5
"33686",27046,6
"33687",27046,6
"33688",42785,5
"33689",42785,5
"33690",42785,5
"33691",42785,5
"33692",42785,5
"33693",42785,5
"33694",65495,6
"33695",65495,6
"33696",11523,6
"33697",11523,6
"33698",11523,6
"33699",30251,5
"33700",30251,5
"33701",30251,5
"33702",30251,5
"33703",69540,7
"33704",69540,7
"33705",21897,5
"33706",23719,4
"33707",8338,8
"33708",21454,5
"33709",81701,5
"33710",68745,7
"33711",75255,5
"33712",4392,4
"33713",68748,6
