"","unid","grit_score"
"67281",58347,6
"67282",83984,9
"67283",48683,1
"67284",59799,0
"67285",59799,8
"67286",45178,1
"67287",46961,3
"67288",46961,7
"67289",60220,1
"67290",58319,6
"67291",58319,1
"67292",58319,6
"67293",58319,2
"67294",58319,0
"67295",92384,9
"67296",92384,7
"67297",75910,7
"67298",81754,3
"67299",81754,8
"67300",71058,0
"67301",71058,8
"67302",87262,3
"67303",6135,2
"67304",77024,3
"67305",77024,2
"67306",89081,7
"67307",89081,9
"67308",89081,7
"67309",89081,8
"67310",89081,6
"67311",89081,4
"67312",94467,7
"67313",82590,6
"67314",92019,0
"67315",58124,7
"67316",92245,2
"67317",12101,4
"67318",10968,5
"67319",10968,9
"67320",50641,0
"67321",69402,8
"67322",5939,3
"67323",71398,1
"67324",43792,3
"67325",43792,6
"67326",43792,2
"67327",26400,5
"67328",91845,9
"67329",91845,9
"67330",28612,8
"67331",10502,8
"67332",37572,4
"67333",101208,3
"67334",101208,6
"67335",101208,6
"67336",74501,5
"67337",101847,8
"67338",101847,0
"67339",45935,7
"67340",45935,1
"67341",365,7
"67342",88583,4
"67343",12518,0
"67344",64548,6
"67345",64548,6
"67346",4054,6
"67347",4054,8
"67348",4054,7
"67349",74638,1
"67350",74638,7
"67351",54574,2
"67352",58807,4
"67353",12287,8
"67354",12287,6
"67355",12287,4
"67356",12287,9
"67357",31445,7
"67358",3007,2
"67359",3007,9
"67360",49104,6
"67361",72594,6
"67362",17216,2
"67363",17216,3
"67364",17216,1
"67365",17216,0
"67366",65722,0
"67367",65722,6
"67368",52046,5
"67369",53357,3
"67370",53357,2
"67371",53357,3
"67372",53357,1
"67373",53357,1
"67374",80975,3
"67375",46656,7
"67376",46821,0
"67377",46821,7
"67378",93789,7
"67379",83813,5
"67380",36394,6
"67381",45172,5
"67382",15679,3
"67383",47919,1
"67384",47919,5
"67385",47919,8
"67386",47919,9
"67387",47919,2
"67388",23254,6
"67389",23254,6
"67390",23254,0
"67391",40770,6
"67392",96776,8
"67393",18057,1
"67394",37412,4
"67395",37412,1
"67396",37412,7
"67397",1808,3
"67398",80416,9
"67399",58896,7
"67400",58896,3
"67401",21475,9
"67402",32642,7
"67403",32642,3
"67404",32642,1
"67405",32642,8
"67406",13311,5
"67407",54595,3
"67408",54595,8
"67409",90437,5
"67410",90437,5
"67411",90364,9
"67412",21776,8
"67413",21776,6
"67414",21776,1
"67415",21776,1
"67416",21776,6
"67417",21776,0
"67418",57320,7
"67419",76087,0
"67420",76087,4
"67421",76087,4
"67422",80093,9
"67423",62826,1
"67424",62826,0
"67425",86714,2
"67426",73562,8
"67427",73562,7
"67428",10585,3
"67429",10585,2
"67430",7820,0
"67431",7820,6
"67432",7820,1
"67433",88862,8
"67434",49534,5
"67435",14580,1
"67436",14580,5
"67437",25831,9
"67438",25831,7
"67439",91970,9
"67440",88906,9
"67441",88906,6
"67442",88906,3
"67443",101123,0
"67444",84672,6
"67445",84672,3
"67446",1046,9
"67447",39089,4
"67448",14936,9
"67449",14936,0
"67450",14936,8
"67451",14936,7
"67452",79137,3
"67453",79137,2
"67454",36314,6
"67455",79473,8
"67456",79473,7
"67457",18528,2
"67458",34516,3
"67459",11633,0
"67460",11633,6
"67461",11633,8
"67462",30450,8
"67463",65585,0
"67464",65585,0
"67465",65585,1
"67466",56331,4
"67467",77943,1
"67468",96920,1
"67469",9926,3
"67470",9926,5
"67471",38936,4
"67472",38936,8
"67473",55045,5
"67474",55045,9
"67475",55045,9
"67476",55045,7
"67477",55045,2
"67478",55045,1
"67479",26288,1
"67480",26288,2
"67481",94117,7
"67482",94117,1
"67483",94117,6
"67484",93338,3
"67485",93338,2
"67486",93338,1
"67487",5194,8
"67488",46633,9
"67489",46633,5
"67490",46633,3
"67491",48447,9
"67492",43444,4
"67493",79883,3
"67494",53416,7
"67495",66580,1
"67496",36339,5
"67497",56505,8
"67498",56505,9
"67499",56505,1
"67500",63540,4
"67501",38852,3
"67502",70533,5
"67503",70533,5
"67504",33089,6
"67505",101385,9
"67506",16076,6
"67507",84830,0
"67508",84830,6
"67509",27870,9
"67510",47850,0
"67511",72667,2
"67512",100255,7
"67513",4933,5
"67514",39055,6
"67515",8108,7
"67516",8108,0
"67517",8108,9
"67518",8108,8
"67519",8108,7
"67520",70437,3
"67521",100327,2
"67522",100327,1
"67523",85724,4
"67524",85724,6
"67525",19135,1
"67526",19135,4
"67527",86119,2
"67528",86119,5
"67529",86119,7
"67530",92507,5
"67531",92507,7
"67532",71149,2
"67533",76547,7
"67534",1732,5
"67535",84521,5
"67536",84521,0
"67537",84521,6
"67538",25192,9
"67539",2594,5
"67540",48514,5
"67541",89065,3
"67542",89065,3
"67543",94949,4
"67544",94949,6
"67545",92973,1
"67546",92973,0
"67547",31317,5
"67548",89208,4
"67549",89208,2
"67550",89208,5
"67551",89208,1
"67552",94385,2
"67553",94385,7
"67554",27268,8
"67555",27268,1
"67556",58030,1
"67557",54856,2
"67558",99003,0
"67559",85488,5
"67560",19088,5
"67561",19088,5
"67562",19088,0
"67563",24449,9
"67564",48872,7
"67565",48872,5
"67566",48872,1
"67567",48872,3
"67568",48872,5
"67569",50142,2
"67570",50142,4
"67571",50142,1
"67572",12882,1
"67573",95338,1
"67574",19726,8
"67575",56947,0
"67576",56947,6
"67577",56947,4
"67578",56947,4
"67579",93126,1
"67580",31473,5
"67581",91662,1
"67582",91662,3
"67583",71209,0
"67584",71209,5
"67585",62972,7
"67586",62972,5
"67587",39903,0
"67588",39903,1
"67589",39903,7
"67590",34109,2
"67591",8682,7
"67592",8682,8
"67593",62398,1
"67594",43191,7
"67595",74207,6
"67596",74207,9
"67597",575,9
"67598",625,2
"67599",14873,2
"67600",71096,2
"67601",79810,8
"67602",79810,0
"67603",79810,2
"67604",79810,0
"67605",79810,1
"67606",79810,6
"67607",86014,6
"67608",1676,6
"67609",60844,2
"67610",60844,7
"67611",18181,9
"67612",64014,1
"67613",41916,4
"67614",11144,7
"67615",12692,3
"67616",12692,8
"67617",12692,1
"67618",12692,7
"67619",56241,0
"67620",56241,6
"67621",56241,9
"67622",63470,5
"67623",63470,4
"67624",34973,1
"67625",15887,9
"67626",61995,6
"67627",61995,5
"67628",19464,4
"67629",19464,6
"67630",59869,7
"67631",34700,7
"67632",53246,2
"67633",53246,2
"67634",79833,0
"67635",21179,6
"67636",52518,8
"67637",74725,5
"67638",21361,7
"67639",32736,7
"67640",27399,6
"67641",27399,5
"67642",7898,5
"67643",57977,0
"67644",73313,5
"67645",49449,4
"67646",81915,4
"67647",61951,4
"67648",8405,2
"67649",25240,9
"67650",27540,5
"67651",65370,0
"67652",43136,8
"67653",21165,5
"67654",18004,6
"67655",18004,2
"67656",86345,0
"67657",22612,1
"67658",22612,8
"67659",93430,5
"67660",91733,0
"67661",91733,1
"67662",91733,0
"67663",91733,1
"67664",52851,6
"67665",88374,7
"67666",63224,0
"67667",77454,3
"67668",45563,6
"67669",85714,4
"67670",32039,2
"67671",39195,8
"67672",97978,7
"67673",31971,8
"67674",95219,6
"67675",38941,3
"67676",38941,9
"67677",39461,8
"67678",52419,1
"67679",40335,0
"67680",16048,0
"67681",30991,8
"67682",30991,9
"67683",81791,3
"67684",59435,6
"67685",40029,6
"67686",40029,8
"67687",34185,3
"67688",94593,0
"67689",43514,6
"67690",91427,9
"67691",79014,4
"67692",26427,8
"67693",26427,2
"67694",47477,2
"67695",25144,9
"67696",7549,3
"67697",60119,0
"67698",60119,8
"67699",16760,8
"67700",16760,6
"67701",16760,4
"67702",16760,8
"67703",16760,9
"67704",70804,5
"67705",83655,7
"67706",74987,9
"67707",74987,0
"67708",74987,9
"67709",74987,5
"67710",95179,7
"67711",67509,2
"67712",3391,6
"67713",94958,7
"67714",51327,0
"67715",78548,6
"67716",78548,7
"67717",45425,5
"67718",45425,1
"67719",6954,0
"67720",6954,6
"67721",6954,3
"67722",16441,7
"67723",52988,3
"67724",52988,0
"67725",18842,8
"67726",78025,1
"67727",53296,4
"67728",92138,3
"67729",55870,7
"67730",29727,7
"67731",43741,5
"67732",85850,7
"67733",83903,9
"67734",83903,8
"67735",68738,5
"67736",1774,7
"67737",61679,4
"67738",12167,0
"67739",92656,7
"67740",92656,9
"67741",92656,4
"67742",65098,1
"67743",62168,5
"67744",59496,2
"67745",59496,5
"67746",40242,5
"67747",19572,5
"67748",16548,1
"67749",16548,9
"67750",16548,8
"67751",6467,4
"67752",4265,7
"67753",4265,2
"67754",62938,2
"67755",69539,7
"67756",2687,0
"67757",51602,7
"67758",51602,8
"67759",51602,5
"67760",86390,7
"67761",86390,8
"67762",93483,3
"67763",93483,1
"67764",97369,4
"67765",68778,0
"67766",82573,2
"67767",19824,9
"67768",64128,4
"67769",16402,3
"67770",82352,3
"67771",76008,6
"67772",76008,5
"67773",102474,3
"67774",64796,3
"67775",64796,8
"67776",64796,8
"67777",64796,5
"67778",64796,1
"67779",63101,4
"67780",63101,6
"67781",16144,3
"67782",16144,2
"67783",16144,7
"67784",16144,2
"67785",16144,9
"67786",56097,3
"67787",74354,2
"67788",100202,8
"67789",100202,9
"67790",96120,5
"67791",70534,0
"67792",28806,1
"67793",85604,5
"67794",6887,1
"67795",27151,2
"67796",66917,4
"67797",66917,2
"67798",66917,6
"67799",57864,0
"67800",1413,1
"67801",1413,6
"67802",1413,1
"67803",4756,4
"67804",33840,4
"67805",33840,5
"67806",82737,9
"67807",58954,8
"67808",60886,5
"67809",101121,7
"67810",54523,8
"67811",54523,6
"67812",9496,4
"67813",67507,6
"67814",20953,6
"67815",20953,3
"67816",20953,1
"67817",46199,0
"67818",77037,8
"67819",77037,5
"67820",77037,4
"67821",77037,7
"67822",78093,3
"67823",43089,0
"67824",43089,2
"67825",43089,6
"67826",31908,0
"67827",13502,6
"67828",13502,8
"67829",1041,6
"67830",91201,8
"67831",38728,6
"67832",38728,8
"67833",38728,8
"67834",38728,4
"67835",38728,0
"67836",38728,2
"67837",51849,3
"67838",22362,8
"67839",30877,1
"67840",30877,4
"67841",78889,9
"67842",78889,0
"67843",36106,9
"67844",5767,4
"67845",95865,5
"67846",70281,7
"67847",34295,1
"67848",78918,2
"67849",73783,2
"67850",92517,6
"67851",21714,2
"67852",3417,3
"67853",97148,6
"67854",97148,8
"67855",94442,6
"67856",34241,5
"67857",34241,7
"67858",102323,7
"67859",24899,4
"67860",24899,5
"67861",24899,8
"67862",60155,4
"67863",60155,3
"67864",60155,4
"67865",60155,0
"67866",60155,1
"67867",73396,3
"67868",14514,6
"67869",95997,6
"67870",41670,5
"67871",75938,8
"67872",75938,2
"67873",75938,6
"67874",18824,0
"67875",19841,5
"67876",19841,0
"67877",19841,3
"67878",19841,3
"67879",70734,7
"67880",70734,7
"67881",66883,1
"67882",66883,8
"67883",26424,6
"67884",41623,8
"67885",1530,6
"67886",54542,0
"67887",97810,3
"67888",45774,1
"67889",45774,5
"67890",71216,5
"67891",71216,6
"67892",35020,9
"67893",78932,2
"67894",34171,6
"67895",64897,3
"67896",64897,5
"67897",49390,3
"67898",37643,6
"67899",39693,0
"67900",39693,5
"67901",39693,8
"67902",72482,1
"67903",12283,8
"67904",12283,8
"67905",12283,6
"67906",101155,1
"67907",101155,0
"67908",100421,9
"67909",100421,2
"67910",11446,3
"67911",48303,4
"67912",48303,1
"67913",42224,7
"67914",42224,9
"67915",42224,6
"67916",42224,5
"67917",57886,1
"67918",22624,9
"67919",22624,4
"67920",95297,7
"67921",29684,9
"67922",29684,5
"67923",15170,0
"67924",71515,5
"67925",56271,4
"67926",68120,3
"67927",68120,9
"67928",68120,4
"67929",68120,4
"67930",3585,0
"67931",77757,8
"67932",33724,5
"67933",33724,1
"67934",85422,7
"67935",95467,3
"67936",95467,6
"67937",22349,9
"67938",61717,5
"67939",61717,8
"67940",39285,6
"67941",88869,0
"67942",97624,6
"67943",57789,0
"67944",25954,2
"67945",25954,0
"67946",25954,4
"67947",61351,2
"67948",97688,8
"67949",91138,9
"67950",101117,9
"67951",100385,1
"67952",100385,2
"67953",55894,9
"67954",55894,9
"67955",55894,9
"67956",24491,6
"67957",24491,1
"67958",24491,6
"67959",24491,6
"67960",24491,7
"67961",71060,3
"67962",87613,1
"67963",89836,9
"67964",89836,4
"67965",86573,6
"67966",62875,5
"67967",92435,7
"67968",92435,5
"67969",22890,6
"67970",91135,5
"67971",41850,6
"67972",41850,0
"67973",41850,9
"67974",41850,0
"67975",81379,6
"67976",81379,2
"67977",81379,4
"67978",73600,7
"67979",73600,6
"67980",73600,1
"67981",88208,2
"67982",27489,5
"67983",44809,6
"67984",44809,1
"67985",49212,7
"67986",8152,1
"67987",8152,0
"67988",8152,0
"67989",8152,0
"67990",68959,5
"67991",68959,6
"67992",68959,9
"67993",38476,2
"67994",93427,4
"67995",79432,5
"67996",79432,3
"67997",84277,3
"67998",19594,0
"67999",81867,9
"68000",63275,8
"68001",63675,8
"68002",100191,0
"68003",55208,2
"68004",21062,6
"68005",81412,0
"68006",13079,9
"68007",33046,2
"68008",33046,6
"68009",33046,9
"68010",33046,2
"68011",101742,1
"68012",101742,8
"68013",101742,2
"68014",101742,5
"68015",11318,1
"68016",11318,1
"68017",56770,9
"68018",56770,7
"68019",68560,2
"68020",50826,2
"68021",85970,0
"68022",85970,8
"68023",4294,6
"68024",98927,8
"68025",98927,2
"68026",98927,6
"68027",21780,4
"68028",97872,8
"68029",97872,7
"68030",9973,3
"68031",63938,5
"68032",63938,3
"68033",10904,8
"68034",65015,7
"68035",65015,2
"68036",66942,6
"68037",86932,4
"68038",44280,0
"68039",44280,8
"68040",44280,3
"68041",44280,4
"68042",44280,0
"68043",28997,1
"68044",79617,6
"68045",79617,4
"68046",11566,5
"68047",11517,3
"68048",17909,8
"68049",53946,2
"68050",53946,8
"68051",53946,4
"68052",3777,8
"68053",3777,4
"68054",53831,3
"68055",53831,3
"68056",27443,3
"68057",61340,1
"68058",61340,5
"68059",34210,8
"68060",45228,1
"68061",9620,0
"68062",42191,6
"68063",42191,7
"68064",101033,6
"68065",12666,4
"68066",12666,3
"68067",12666,8
"68068",12666,9
"68069",12037,9
"68070",12037,5
"68071",66672,9
"68072",66672,1
"68073",16431,7
"68074",16431,9
"68075",5133,9
"68076",24198,6
"68077",24198,0
"68078",42100,8
"68079",27593,4
"68080",27593,8
"68081",27593,7
"68082",53840,8
"68083",53840,5
"68084",17523,9
"68085",2713,0
"68086",74793,9
"68087",87824,4
"68088",87824,2
"68089",31875,9
"68090",31875,8
"68091",89891,3
"68092",84715,5
"68093",6511,2
"68094",19830,8
"68095",19830,2
"68096",19830,9
"68097",23159,5
"68098",49295,8
"68099",49295,4
"68100",67935,0
"68101",67935,6
"68102",57371,9
"68103",95233,0
"68104",95233,3
"68105",64407,5
"68106",10437,4
"68107",6749,4
"68108",57256,2
"68109",57256,6
"68110",57256,1
"68111",11332,9
"68112",11332,6
"68113",11332,5
"68114",11332,5
"68115",5301,2
"68116",18367,6
"68117",43489,2
"68118",43489,8
"68119",25143,8
"68120",25143,4
"68121",100330,2
"68122",88970,9
"68123",51517,1
"68124",3506,4
"68125",102364,0
"68126",72204,7
"68127",72204,0
"68128",6624,8
"68129",68362,1
"68130",68362,1
"68131",68362,8
"68132",57844,6
"68133",57844,4
"68134",71298,4
"68135",71298,9
"68136",56738,3
"68137",101756,0
"68138",60835,0
"68139",17004,9
"68140",17004,3
"68141",17004,2
"68142",17004,7
"68143",41012,3
"68144",97353,6
"68145",17248,7
"68146",43880,8
"68147",101697,7
"68148",101697,0
"68149",39534,3
"68150",39534,8
"68151",34610,8
"68152",40170,8
"68153",5425,5
"68154",75462,0
"68155",46496,8
"68156",100504,2
"68157",100504,8
"68158",50872,0
"68159",50872,6
"68160",50872,6
"68161",50872,2
"68162",15846,4
"68163",19867,9
"68164",33865,7
"68165",33078,2
"68166",9254,8
"68167",9254,5
"68168",39708,8
"68169",39708,3
"68170",32453,0
"68171",32453,6
"68172",93062,4
"68173",93062,9
"68174",93062,1
"68175",93062,3
"68176",95839,7
"68177",14303,0
"68178",14303,6
"68179",14303,2
"68180",19781,1
"68181",19781,7
"68182",57512,4
"68183",95388,5
"68184",50067,8
"68185",50067,3
"68186",50067,7
"68187",41643,4
"68188",51249,7
"68189",41681,1
"68190",41681,0
"68191",62539,8
"68192",22499,1
"68193",42537,4
"68194",4959,8
"68195",87117,0
"68196",87117,4
"68197",87117,2
"68198",70292,4
"68199",33823,0
"68200",47872,6
"68201",47872,1
"68202",94837,3
"68203",27411,5
"68204",101848,4
"68205",101848,7
"68206",60389,4
"68207",16092,0
"68208",76724,9
"68209",76724,9
"68210",76573,8
"68211",101245,0
"68212",101245,3
"68213",76768,0
"68214",76768,1
"68215",93945,1
"68216",93945,0
"68217",93945,8
"68218",93945,5
"68219",18169,7
"68220",18169,9
"68221",18169,3
"68222",24764,4
"68223",102100,1
"68224",69001,9
"68225",57868,1
"68226",5165,0
"68227",5165,2
"68228",3860,6
"68229",102337,2
"68230",60834,1
"68231",60834,7
"68232",57029,0
"68233",57029,3
"68234",79282,2
"68235",62214,1
"68236",85755,9
"68237",78157,7
"68238",78157,7
"68239",78157,1
"68240",64619,4
"68241",87241,4
"68242",87241,3
"68243",33904,1
"68244",2549,8
"68245",5449,4
"68246",31818,2
"68247",22335,9
"68248",22335,3
"68249",42072,3
"68250",51446,6
"68251",51446,6
"68252",51446,9
"68253",36316,5
"68254",36316,3
"68255",90373,8
"68256",23899,0
"68257",23899,7
"68258",23899,2
"68259",23899,9
"68260",8597,5
"68261",8597,7
"68262",19473,1
"68263",42285,9
"68264",42285,3
"68265",27854,5
"68266",27854,1
"68267",21684,4
"68268",54209,9
"68269",54209,9
"68270",48834,4
"68271",48834,1
"68272",48834,4
"68273",48834,8
"68274",48834,8
"68275",1997,8
"68276",10214,1
"68277",10214,4
"68278",10214,2
"68279",10214,8
"68280",33463,9
"68281",59081,3
"68282",40878,3
"68283",71645,3
"68284",71645,2
"68285",71645,5
"68286",71645,3
"68287",93670,7
"68288",92432,8
"68289",92432,7
"68290",92432,0
"68291",62989,0
"68292",65327,2
"68293",19140,7
"68294",19140,3
"68295",38546,7
"68296",38546,0
"68297",38546,6
"68298",38546,4
"68299",6005,0
"68300",6005,9
"68301",55849,6
"68302",55849,0
"68303",55849,9
"68304",55849,8
"68305",66778,2
"68306",66778,2
"68307",66778,2
"68308",7892,7
"68309",7892,7
"68310",7892,4
"68311",45559,7
"68312",31416,4
"68313",62219,5
"68314",62219,8
"68315",62219,0
"68316",62219,8
"68317",49947,6
"68318",49947,8
"68319",99711,3
"68320",99711,3
"68321",99546,4
"68322",34735,5
"68323",12436,7
"68324",12436,3
"68325",95365,6
"68326",80159,7
"68327",80159,5
"68328",83900,9
"68329",83900,0
"68330",83900,9
"68331",100218,7
"68332",15843,9
"68333",15843,5
"68334",47619,8
"68335",47619,9
"68336",15025,9
"68337",102053,6
"68338",793,5
"68339",793,3
"68340",21140,2
"68341",21140,9
"68342",21140,1
"68343",84156,5
"68344",84156,5
"68345",101196,7
"68346",101196,0
"68347",33710,8
"68348",84005,3
"68349",38405,2
"68350",23511,3
"68351",23511,0
"68352",62546,0
"68353",23777,9
"68354",23777,0
"68355",69567,2
"68356",12721,4
"68357",12721,2
"68358",79114,2
"68359",79114,2
"68360",75612,7
"68361",75612,0
"68362",71351,8
"68363",20668,1
"68364",87421,4
"68365",28748,4
"68366",7207,5
"68367",62130,8
"68368",44832,7
"68369",44832,0
"68370",62536,7
"68371",62536,2
"68372",62536,2
"68373",62536,2
"68374",62536,7
"68375",4482,9
"68376",33055,1
"68377",57101,6
"68378",75871,7
"68379",75871,1
"68380",75871,7
"68381",75871,6
"68382",75871,0
"68383",82553,4
"68384",11867,8
"68385",11867,0
"68386",97683,4
"68387",3889,4
"68388",99334,6
"68389",51363,6
"68390",51363,8
"68391",69209,5
"68392",83509,4
"68393",21354,9
"68394",2509,4
"68395",2509,1
"68396",40904,2
"68397",36414,9
"68398",36414,6
"68399",29524,0
"68400",51049,2
"68401",51049,7
"68402",51049,8
"68403",942,5
"68404",66849,9
"68405",66849,1
"68406",85667,9
"68407",85667,7
"68408",67508,4
"68409",41789,9
"68410",78581,7
"68411",78581,1
"68412",85677,8
"68413",85677,1
"68414",72154,2
"68415",20040,3
"68416",79388,0
"68417",79388,1
"68418",79388,3
"68419",58475,5
"68420",58475,0
"68421",79797,4
"68422",12289,8
"68423",12289,4
"68424",12289,3
"68425",90378,3
"68426",17259,8
"68427",93559,1
"68428",84294,8
"68429",78434,0
"68430",32329,5
"68431",32329,0
"68432",23884,7
"68433",34043,7
"68434",34043,9
"68435",34043,8
"68436",34043,4
"68437",98444,3
"68438",98444,7
"68439",33462,0
"68440",8181,9
"68441",39230,3
"68442",39230,0
"68443",14570,8
"68444",40281,4
"68445",40281,2
"68446",58200,3
"68447",41685,4
"68448",41685,8
"68449",50740,3
"68450",5056,3
"68451",2935,2
"68452",56115,6
"68453",46200,7
"68454",51684,9
"68455",101242,8
"68456",62782,1
"68457",62782,3
"68458",62782,3
"68459",67504,9
"68460",67504,6
"68461",64611,5
"68462",64611,5
"68463",19254,3
"68464",19254,3
"68465",32146,9
"68466",32146,0
"68467",11771,1
"68468",100788,3
"68469",100788,9
"68470",79834,9
"68471",58649,6
"68472",58649,0
"68473",58649,7
"68474",58649,4
"68475",58649,3
"68476",11305,8
"68477",83119,4
"68478",56065,1
"68479",56065,1
"68480",14125,4
"68481",14125,2
"68482",28587,3
"68483",28587,4
"68484",28387,8
"68485",70727,8
"68486",83732,0
"68487",50074,6
"68488",92240,1
"68489",4441,0
"68490",47421,1
"68491",75608,6
"68492",19196,2
"68493",95346,1
"68494",85632,0
"68495",52191,4
"68496",52191,0
"68497",6770,3
"68498",83322,7
"68499",73155,7
"68500",79668,7
"68501",36475,6
"68502",32969,0
"68503",29375,7
"68504",29375,2
"68505",83718,4
"68506",58690,5
"68507",58690,5
"68508",58690,6
"68509",91103,5
"68510",91103,9
"68511",76144,8
"68512",77780,7
"68513",77780,8
"68514",80509,4
"68515",80509,9
"68516",80509,1
"68517",80509,3
"68518",83329,7
"68519",16866,6
"68520",88491,7
"68521",88491,8
"68522",88491,3
"68523",66334,5
"68524",28064,6
"68525",28064,3
"68526",23688,1
"68527",73147,1
"68528",73147,1
"68529",21442,4
"68530",21442,3
"68531",21442,2
"68532",82287,8
"68533",69644,3
"68534",80442,1
"68535",80442,5
"68536",80442,3
"68537",80442,5
"68538",36478,1
"68539",12349,6
"68540",9827,7
"68541",9827,6
"68542",9827,0
"68543",14269,6
"68544",14269,2
"68545",14269,6
"68546",14269,4
"68547",14269,0
"68548",42438,4
"68549",100737,9
"68550",100737,3
"68551",100737,9
"68552",70944,0
"68553",66699,9
"68554",41310,2
"68555",41310,1
"68556",41310,2
"68557",95932,6
"68558",61681,1
"68559",57337,9
"68560",57337,3
"68561",83579,7
"68562",83579,6
"68563",9743,9
"68564",38608,2
"68565",38608,6
"68566",38608,7
"68567",38608,3
"68568",16392,6
"68569",16392,3
"68570",31181,2
"68571",2893,6
"68572",2893,5
"68573",46150,0
"68574",46150,3
"68575",46150,9
"68576",46150,6
"68577",46150,8
"68578",46213,0
"68579",55734,7
"68580",55734,0
"68581",35456,4
"68582",35456,3
"68583",24097,1
"68584",14415,5
"68585",50426,7
"68586",50426,9
"68587",75592,2
"68588",91985,9
"68589",91985,8
"68590",52951,7
"68591",949,8
"68592",949,3
"68593",4495,3
"68594",4495,1
"68595",4495,1
"68596",11164,3
"68597",6564,9
"68598",6564,7
"68599",6564,4
"68600",6564,1
"68601",94946,4
"68602",61884,4
"68603",36975,1
"68604",36975,4
"68605",36975,3
"68606",85339,4
"68607",85339,2
"68608",36747,2
"68609",36747,3
"68610",36747,3
"68611",36747,2
"68612",98516,1
"68613",98516,1
"68614",52991,0
"68615",57853,8
"68616",19023,7
"68617",19023,0
"68618",19023,8
"68619",19023,0
"68620",53631,5
"68621",69959,0
"68622",17910,2
"68623",17910,5
"68624",2519,6
"68625",64612,6
"68626",66053,3
"68627",91101,8
"68628",18054,6
"68629",28837,7
"68630",28837,9
"68631",63067,9
"68632",57354,8
"68633",57354,2
"68634",66459,0
"68635",44214,6
"68636",48531,8
"68637",80404,3
"68638",80404,6
"68639",26538,2
"68640",95887,1
"68641",57840,2
"68642",44891,8
"68643",44891,2
"68644",44891,8
"68645",44891,7
"68646",6429,1
"68647",6429,5
"68648",98218,4
"68649",98218,6
"68650",30974,7
"68651",39951,4
"68652",39951,6
"68653",32376,0
"68654",32376,0
"68655",32376,6
"68656",3553,9
"68657",14276,4
"68658",101614,7
"68659",47307,3
"68660",47307,8
"68661",47307,5
"68662",66649,7
"68663",66649,8
"68664",17013,5
"68665",1173,9
"68666",5339,5
"68667",42886,5
"68668",42886,8
"68669",83838,3
"68670",81305,3
"68671",56195,1
"68672",56195,6
"68673",56195,1
"68674",86175,8
"68675",86175,9
"68676",86175,6
"68677",32204,3
"68678",86276,3
"68679",63940,9
"68680",88101,8
"68681",49411,7
"68682",39296,0
"68683",84471,6
"68684",84471,4
"68685",65786,6
"68686",96180,8
"68687",57545,6
"68688",20216,1
"68689",46538,6
"68690",46538,1
"68691",39980,4
"68692",39980,5
"68693",39980,1
"68694",39980,0
"68695",39980,0
"68696",84408,6
"68697",97018,1
"68698",97018,0
"68699",4165,6
"68700",79513,9
"68701",31438,6
"68702",79843,9
"68703",18713,7
"68704",18713,2
"68705",18713,8
"68706",18713,7
"68707",22600,4
"68708",70813,8
"68709",70813,3
"68710",48575,9
"68711",48575,3
"68712",2125,0
"68713",2125,3
"68714",2125,7
"68715",85650,1
"68716",45273,0
"68717",77220,4
"68718",77220,1
"68719",77220,4
"68720",77220,5
"68721",49948,1
"68722",19633,3
"68723",19633,5
"68724",73935,4
"68725",54287,2
"68726",91489,3
"68727",91489,1
"68728",57310,2
"68729",66622,5
"68730",66622,4
"68731",66622,2
"68732",66622,8
"68733",74911,8
"68734",101061,8
"68735",15935,5
"68736",59910,0
"68737",57707,8
"68738",57707,1
"68739",27825,8
"68740",55807,8
"68741",43227,1
"68742",22685,6
"68743",22685,7
"68744",12326,3
"68745",58582,1
"68746",58582,1
"68747",80507,1
"68748",80507,3
"68749",34375,4
"68750",34375,7
"68751",22141,1
"68752",20440,8
"68753",80185,5
"68754",57421,3
"68755",41122,5
"68756",41122,5
"68757",41122,1
"68758",41122,3
"68759",89114,7
"68760",59419,7
"68761",59419,2
"68762",21672,9
"68763",80471,0
"68764",80471,5
"68765",2739,7
"68766",9977,3
"68767",96982,2
"68768",57117,2
"68769",13617,2
"68770",83134,4
"68771",59345,4
"68772",101099,2
"68773",71428,7
"68774",71428,5
"68775",38775,2
"68776",97777,3
"68777",97777,2
"68778",68173,4
"68779",27568,2
"68780",96627,4
"68781",22609,7
"68782",40246,9
"68783",9412,3
"68784",9412,8
"68785",57435,2
"68786",57435,2
"68787",82384,9
"68788",82384,7
"68789",82384,5
"68790",82384,9
"68791",83738,6
"68792",7907,8
"68793",17441,3
"68794",65263,0
"68795",27160,7
"68796",52647,5
"68797",40746,4
"68798",40746,0
"68799",40746,6
"68800",40746,8
"68801",40746,4
"68802",40746,9
"68803",15512,3
"68804",67418,7
"68805",97987,6
"68806",27724,2
"68807",93859,3
"68808",93859,9
"68809",20543,6
"68810",59057,2
"68811",59057,1
"68812",59057,2
"68813",85205,9
"68814",89524,5
"68815",63231,0
"68816",94833,4
"68817",32149,2
"68818",32210,9
"68819",32210,5
"68820",32210,4
"68821",32210,0
"68822",23177,1
"68823",55507,1
"68824",55507,7
"68825",47765,3
"68826",1690,1
"68827",1690,5
"68828",43461,7
"68829",70303,7
"68830",38923,9
"68831",44718,3
"68832",44718,6
"68833",49340,6
"68834",24711,1
"68835",24711,6
